0,1,2,3,4,5,6,7,8,9,10,11,12
37.011665,1280,1109,1899633,10866846,0,12766479,3000000,15,1280,720,219480,7.916
33.09,320,456,101794,1052937,0,1154731,56000,15,320,240,219480,2.904
385.052,1280,9232,16244376,5023129,0,21267505,242000,29.97,320,240,219480,3.344
292.092,480,8755,2375028,15155062,0,17530090,820000,12,480,360,219480,3.544
255.28,320,6382,611474,7374864,0,7986338,56000,24,176,144,216820,0.4
368.32,640,9208,869558,470067,0,1339625,109000,15,1920,1080,221152,6.236
714.371,1280,21407,14532530,43720516,0,58253046,539000,15,480,360,164888,7.352
197.07834,320,5896,692251,4408374,0,5100625,242000,25,480,360,38908,2.772
130.35667,176,1564,64483,825054,0,889537,242000,29.97,176,144,29152,1.06
379.32,480,9484,3392479,5235193,0,8627672,109000,24,320,240,219480,3.116
340.424,320,4081,1168939,9234909,0,10403848,539000,29.97,480,360,221152,3.072
391.08,640,9778,9023743,2261252,0,11284995,3000000,24,176,144,219480,1.484
189.956,320,5694,580292,4911734,0,5492026,539000,25,640,480,218664,6.024
750.433,1280,10112,3852576,70635013,0,74487589,539000,24,480,360,165700,3.724
74.535,176,894,23996,491276,0,515272,820000,24,640,480,219464,0.7
440.967,320,13230,2444863,13079542,0,15524405,3000000,15,480,360,219656,8.321
34.168,480,1021,238485,559745,0,798230,56000,25,320,240,165700,0.888
33.09,320,456,101794,1052937,0,1154731,109000,24,176,144,219480,1.872
254.922,480,7636,918325,7387906,0,8306231,56000,24,1920,1080,221160,12.041
473,320,11826,1419320,8047423,0,9697521,820000,12,320,240,220900,0.756
906.5983,176,10879,597549,5760936,0,6358485,242000,24,480,360,165668,1.916
34.168,480,1021,238485,559745,0,798230,56000,25,640,480,165700,1.372
80.536,480,2417,618732,6327913,0,6946645,56000,12,1920,1080,650660,33.874
189.956,320,5694,580292,4911734,0,5492026,109000,25,320,240,218664,0.448
440.967,320,13230,2444863,13079542,0,15524405,3000000,25,320,240,219656,2.192
98.683334,176,1184,48267,636993,0,685260,109000,25,1280,720,310220,14.337
37.011665,1280,1109,1899633,10866846,0,12766479,820000,12,1280,720,219480,6.912
1768.9417,176,21227,1382103,11034284,0,12416387,5000000,12,1280,720,311500,57.288
176.901,480,4420,393395,202954,0,596349,5000000,12,640,480,218932,0.856
42.2,480,1056,216154,1306770,0,1522924,5000000,12,1280,720,216820,4.024
395.44,1280,9886,5073258,74605061,0,79678319,5000000,12,640,480,221160,2.724
67.583336,176,792,47585,385164,0,432749,242000,24,480,360,219480,2.64
143.03334,176,1716,56405,856907,0,913312,3000000,25,1920,1080,219480,3.308
476.957,1280,14305,3487520,79210885,0,82698405,820000,29.97,1280,720,321796,44.279
95.462,640,2862,886496,8770159,0,9656655,56000,29.97,480,360,221160,1.892
80.536,480,2417,618732,6327913,0,6946645,56000,15,640,480,219480,8.229
645.84,320,16146,1081321,6660941,0,7742262,820000,25,1280,720,219200,2.716
176.901,480,4420,393395,202954,0,596349,3000000,24,640,480,218932,3.72
490.6,480,12266,1448177,16976151,0,18424328,5000000,29.97,1280,720,219480,3.8
385.052,1280,9232,16244376,5023129,0,21267505,820000,25,480,360,219480,6.568
63.667,640,956,1259657,6480438,0,7740095,539000,15,176,144,219656,3.688
225.08,480,5628,1873408,13275961,0,15149369,3000000,25,176,144,216820,4.484
282.56,640,7065,4966509,14806840,0,19773349,56000,25,176,144,221152,1.112
130.35667,176,1564,64483,825054,0,889537,242000,24,176,144,52860,0.324
645.84,320,16146,1081321,6660941,0,7742262,539000,24,1280,720,318356,39.694
203.198,320,6078,853613,5225468,0,6079081,109000,12,480,360,221160,4.148
98.683334,176,1184,48267,636993,0,685260,3000000,12,320,240,218136,0.356
33.09,320,456,101794,1052937,0,1154731,820000,25,480,360,219480,0.904
282.56,640,7065,4966509,14806840,0,19773349,820000,29.97,640,480,221152,4.804
69.933,320,1050,349781,2035796,0,2385577,539000,24,320,240,219656,5.9
384.451,640,11523,2839955,28225248,0,31065203,539000,15,176,144,217828,3.496
216.55,320,6491,1789334,6091735,0,7881069,5000000,15,1280,720,319624,45.007
69.93833,176,839,47521,448322,0,495843,242000,29.97,176,144,221152,0.892
473,320,11826,1419320,8047423,0,9697521,242000,29.97,1920,1080,220900,5.232
177.33333,176,2128,100969,1089548,0,1190517,109000,29.97,480,360,163632,6.212
270.655,640,8117,1912240,20178890,0,22091130,56000,12,480,360,219480,5.692
37.011665,1280,1109,1899633,10866846,0,12766479,109000,29.97,176,144,219480,7.688
69.93833,176,839,47521,448322,0,495843,539000,29.97,1280,720,221152,10.209
250.017,320,7494,856855,3926589,0,4783444,820000,24,1920,1080,218664,11.809
384.451,640,11523,2839955,28225248,0,31065203,539000,25,640,480,217568,9.653
194,320,2911,658268,6362897,0,7021165,539000,12,1280,720,312528,27.606
130.35667,176,1564,64483,825054,0,889537,5000000,12,480,360,95584,13.385
64.933,320,975,318954,1603007,0,1921961,242000,25,1920,1080,217080,3.56
157.80167,1280,3945,5611970,51306874,0,56918844,3000000,12,640,480,216056,9.201
157.80167,1280,3945,5611970,51306874,0,56918844,242000,15,1920,1080,216056,6.576
860.056,1280,25773,12989828,276022270,0,289012098,109000,24,1280,720,262784,5.744
490.6,480,12266,1448177,16976151,0,18424328,539000,25,480,360,219480,3.764
222.53334,480,6676,2821722,11099102,0,13920824,820000,15,640,480,217348,1.388
255.28,320,6382,611474,7374864,0,7986338,109000,29.97,640,480,216820,11.425
59.883,1280,1793,481774,6965881,0,7447655,56000,24,1920,1080,665524,33.938
316.95166,176,3803,111850,2082902,0,2194752,3000000,25,480,360,165700,10.777
714.371,1280,21407,14532530,43720516,0,58253046,539000,24,176,144,164736,3.592
64.933,320,975,318954,1603007,0,1921961,820000,12,640,480,217080,12.829
131.76,640,3294,945865,778937,0,1724802,3000000,12,176,144,221152,0.784
222.53334,480,6676,2821722,11099102,0,13920824,109000,24,640,480,217348,9.309
52.68,480,1318,870136,1579497,0,2449633,109000,25,1280,720,322144,20.117
1768.9417,176,21227,1382103,11034284,0,12416387,539000,15,480,360,232092,0.604
225.08,480,5628,1873408,13275961,0,15149369,820000,15,1920,1080,216820,7.616
395.44,1280,9886,5073258,74605061,0,79678319,109000,25,320,240,221160,3.06
110.966995,480,3330,529627,4978664,0,5508291,539000,15,320,240,216820,3.26
452.689,320,2579,207037,3566163,0,3773200,56000,15,480,360,248092,0.808
216.55,320,6491,1789334,6091735,0,7881069,5000000,25,176,144,209708,0.704
86.486,640,2593,819680,3029350,0,3849030,242000,24,480,360,219656,4.196
316.95166,176,3803,111850,2082902,0,2194752,3000000,15,176,144,165700,0.304
326.583,640,8163,1868804,41239444,0,43108248,5000000,15,640,480,213080,8.841
107.443,480,3220,671936,3625932,0,4297868,109000,15,176,144,216820,1.924
163.897,320,4913,824159,4646573,0,5470732,242000,25,1280,720,308204,24.218
440.967,320,13230,2444863,13079542,0,15524405,56000,12,640,480,219656,3.492
63.667,640,956,1259657,6480438,0,7740095,3000000,24,640,480,219656,1.964
250.017,320,7494,856855,3926589,0,4783444,56000,29.97,640,480,218664,4.792
326.58832,1920,7830,16603953,228322925,0,244926878,109000,24,640,480,218932,20.225
326.583,640,8163,1868804,41239444,0,43108248,109000,24,640,480,212772,7.452
440.967,320,13230,2444863,13079542,0,15524405,3000000,24,1280,720,219656,8.041
34.168,480,1021,238485,559745,0,798230,539000,12,1280,720,165700,4.052
326.58832,1920,7830,16603953,228322925,0,244926878,56000,12,640,480,218932,12.497
80.536,480,2417,618732,6327913,0,6946645,242000,12,320,240,219480,5.348
714.371,1280,21407,14532530,43720516,0,58253046,109000,25,480,360,165564,10.053
43.827,320,1104,137210,1354404,0,1491614,109000,29.97,480,360,218932,0.932
177.33333,176,2128,100969,1089548,0,1190517,5000000,15,1280,720,311280,43.955
290.01666,176,3478,119325,1794184,0,1913509,539000,15,640,480,127648,2.144
448.575,1280,13441,9132637,105950761,0,115083398,242000,25,176,144,217080,6.564
750.433,1280,10112,3852576,70635013,0,74487589,109000,25,1920,1080,677104,31.158
379.32,480,9484,3392479,5235193,0,8627672,3000000,25,320,240,219480,4.692
43.827,320,1104,137210,1354404,0,1491614,820000,15,640,480,218932,1.108
384.451,640,11523,2839955,28225248,0,31065203,539000,29.97,640,480,217840,17.901
274.541,480,8228,802625,3994697,0,4797322,3000000,15,320,240,216820,0.864
340.424,320,4081,1168939,9234909,0,10403848,242000,15,640,480,221152,8.837
239.14166,480,5978,1406751,13545526,0,14952277,109000,29.97,480,360,118556,8.981
43.827,320,1104,137210,1354404,0,1491614,242000,15,176,144,218932,2.092
391.08,640,9778,9023743,2261252,0,11284995,539000,24,176,144,219480,1.532
37.011665,1280,1109,1899633,10866846,0,12766479,242000,15,1280,720,219480,7.264
63.667,640,956,1259657,6480438,0,7740095,820000,29.97,480,360,219656,13.785
384.451,640,11523,2839955,28225248,0,31065203,3000000,15,320,240,217568,3.56
216.55,320,6491,1789334,6091735,0,7881069,5000000,25,1280,720,209716,3.316
33.09,320,456,101794,1052937,0,1154731,242000,12,480,360,219480,6.964
69.933,320,1050,349781,2035796,0,2385577,3000000,29.97,480,360,219656,19.217
64.933,320,975,318954,1603007,0,1921961,539000,24,1280,720,217080,1.684
107.443,480,3220,671936,3625932,0,4297868,5000000,29.97,640,480,216820,1.984
340.424,320,4081,1168939,9234909,0,10403848,109000,12,176,144,221152,0.988
316.95166,176,3803,111850,2082902,0,2194752,3000000,24,320,240,165700,2.392
127.221664,1920,3050,3818903,45174992,0,48993895,820000,15,1920,1080,217348,12.621
395.44,1280,9886,5073258,74605061,0,79678319,109000,24,1280,720,221160,2.44
106.765,1280,2669,4427240,6911026,0,11338266,109000,12,176,144,219480,2.464
385.052,1280,9232,16244376,5023129,0,21267505,539000,29.97,480,360,219480,3.928
395.44,1280,9886,5073258,74605061,0,79678319,820000,25,320,240,221160,2.904
216.55,320,6491,1789334,6091735,0,7881069,242000,25,1280,720,206036,2.76
385.052,1280,9232,16244376,5023129,0,21267505,5000000,24,1920,1080,219480,12.789
473,320,11826,1419320,8047423,0,9697521,539000,15,1280,720,219656,4.46
107.443,480,3220,671936,3625932,0,4297868,109000,29.97,640,480,216820,5.06
458.625,640,13746,5308581,24350943,0,29659524,109000,25,320,240,216820,3.252
440.967,320,13230,2444863,13079542,0,15524405,109000,12,1280,720,219656,8.173
177.33333,176,2128,100969,1089548,0,1190517,820000,29.97,640,480,163064,4.908
167.39166,1280,4017,4369420,41819887,0,46189307,56000,29.97,320,240,219656,3.696
37.011665,1280,1109,1899633,10866846,0,12766479,3000000,29.97,1920,1080,219480,10.681
225.08,480,5628,1873408,13275961,0,15149369,539000,25,320,240,216820,1.096
43.827,320,1104,137210,1354404,0,1491614,820000,24,640,480,218932,1.28
391.08,640,9778,9023743,2261252,0,11284995,3000000,25,176,144,219480,1.488
645.84,320,16146,1081321,6660941,0,7742262,109000,12,1920,1080,655704,22.121
476.957,1280,14305,3487520,79210885,0,82698405,5000000,29.97,640,480,165700,3.764
77.233,480,2318,182297,3510033,0,3692330,56000,24,1280,720,219480,8.821
476.957,1280,14305,3487520,79210885,0,82698405,3000000,29.97,480,360,165700,3.304
395.44,1280,9886,5073258,74605061,0,79678319,539000,25,640,480,221160,4.708
163.897,320,4913,824159,4646573,0,5470732,539000,12,480,360,219656,2.048
143.03334,176,1716,56405,856907,0,913312,3000000,24,176,144,219480,0.344
339.667,640,10191,10121223,820261,0,10941484,56000,25,320,240,219480,2.76
43.827,320,1104,137210,1354404,0,1491614,5000000,24,640,480,218932,1.664
339.667,640,10191,10121223,820261,0,10941484,539000,29.97,176,144,219480,1.9
52.68,480,1318,870136,1579497,0,2449633,539000,29.97,1280,720,140080,3.368
203.198,320,6078,853613,5225468,0,6079081,3000000,25,1920,1080,221160,13.229
95.462,640,2862,886496,8770159,0,9656655,56000,15,640,480,221160,2.576
107.443,480,3220,671936,3625932,0,4297868,242000,29.97,480,360,216820,9.801
80.536,480,2417,618732,6327913,0,6946645,539000,12,176,144,219480,2.82
42.2,480,1056,216154,1306770,0,1522924,5000000,12,1920,1080,216820,7
33.09,320,456,101794,1052937,0,1154731,539000,24,640,480,219480,7.112
49.178333,176,344,33046,300986,0,334032,5000000,24,176,144,221160,0.848
176.901,480,4420,393395,202954,0,596349,3000000,24,1920,1080,218932,10.645
282.56,640,7065,4966509,14806840,0,19773349,539000,29.97,1920,1080,221152,34.35
326.583,640,8163,1868804,41239444,0,43108248,5000000,25,640,480,213080,12.325
177.33333,176,2128,100969,1089548,0,1190517,5000000,25,640,480,163024,3.14
86.486,640,2593,819680,3029350,0,3849030,3000000,12,1280,720,333828,19.473
86.486,640,2593,819680,3029350,0,3849030,3000000,25,480,360,219656,1.58
490.6,480,12266,1448177,16976151,0,18424328,5000000,15,1280,720,219480,6.528
379.32,480,9484,3392479,5235193,0,8627672,3000000,24,176,144,219480,1.54
127.221664,1920,3050,3818903,45174992,0,48993895,539000,15,640,480,217544,22.117
316.95166,176,3803,111850,2082902,0,2194752,5000000,25,480,360,165700,0.612
368.32,640,9208,869558,470067,0,1339625,3000000,29.97,1280,720,221152,2.444
177.33333,176,2128,100969,1089548,0,1190517,3000000,24,640,480,164736,18.225
1768.9417,176,21227,1382103,11034284,0,12416387,242000,15,640,480,221160,2.036
254.922,480,7636,918325,7387906,0,8306231,539000,25,176,144,221160,2.664
292.092,480,8755,2375028,15155062,0,17530090,109000,12,480,360,219480,1.172
379.32,480,9484,3392479,5235193,0,8627672,3000000,25,640,480,219464,4.644
1140.349,1280,34208,20478926,320859863,0,341338789,109000,12,320,240,219480,6.552
143.03334,176,1716,56405,856907,0,913312,56000,15,1920,1080,219480,3.24
906.5983,176,10879,597549,5760936,0,6358485,5000000,15,176,144,165668,1.728
113.685,176,1364,75260,732917,0,808177,5000000,25,176,144,44872,2.628
273.816,1920,6843,6190779,47579961,0,53770740,5000000,12,480,360,219656,5.676
95.462,640,2862,886496,8770159,0,9656655,539000,12,1280,720,338340,25.478
131.76,640,3294,945865,778937,0,1724802,56000,15,320,240,221152,0.86
63.667,640,956,1259657,6480438,0,7740095,3000000,12,640,480,219656,1.824
74.535,176,894,23996,491276,0,515272,56000,29.97,1920,1080,219464,2.668
59.883,1280,1793,481774,6965881,0,7447655,539000,15,640,480,161168,3.4
86.486,640,2593,819680,3029350,0,3849030,3000000,25,1280,720,335972,32.834
448.575,1280,13441,9132637,105950761,0,115083398,5000000,15,176,144,217080,3.856
98.683334,176,1184,48267,636993,0,685260,820000,15,1920,1080,217864,6.52
326.58832,1920,7830,16603953,228322925,0,244926878,56000,24,480,360,218932,8.329
43.827,320,1104,137210,1354404,0,1491614,539000,24,1920,1080,218932,6.176
222.53334,480,6676,2821722,11099102,0,13920824,5000000,29.97,1280,720,217348,3.816
69.93833,176,839,47521,448322,0,495843,3000000,29.97,1280,720,221152,7.884
42.2,480,1056,216154,1306770,0,1522924,3000000,24,176,144,216820,0.804
286.995,480,6882,2285153,15944803,0,18229956,3000000,24,1280,720,216820,11.525
256.20834,176,3074,302900,1540700,0,1843600,56000,29.97,1920,1080,663840,31.67
286.995,480,6882,2285153,15944803,0,18229956,3000000,24,1920,1080,216820,6.188
316.95166,176,3803,111850,2082902,0,2194752,242000,25,1920,1080,165700,11.597
43.827,320,1104,137210,1354404,0,1491614,3000000,25,1280,720,218932,29.366
452.689,320,2579,207037,3566163,0,3773200,56000,12,1920,1080,246444,6.936
216.55,320,6491,1789334,6091735,0,7881069,56000,15,176,144,188632,1.452
326.583,640,8163,1868804,41239444,0,43108248,539000,29.97,1920,1080,212596,17.777
42.2,480,1056,216154,1306770,0,1522924,820000,29.97,1920,1080,658860,57.392
130.35667,176,1564,64483,825054,0,889537,5000000,25,1920,1080,102116,12.165
80.536,480,2417,618732,6327913,0,6946645,3000000,24,1920,1080,219480,59.796
326.583,640,8163,1868804,41239444,0,43108248,820000,29.97,480,360,215124,1.752
110.966995,480,3330,529627,4978664,0,5508291,539000,12,480,360,216820,3.444
74.535,176,894,23996,491276,0,515272,242000,24,640,480,219464,0.628
130.35667,176,1564,64483,825054,0,889537,5000000,24,1280,720,47828,16.673
157.891,480,4733,1776729,6254165,0,8030894,5000000,29.97,176,144,219464,3.924
326.583,640,8163,1868804,41239444,0,43108248,820000,29.97,640,480,215712,21.169
127.221664,1920,3050,3818903,45174992,0,48993895,5000000,24,1280,720,217348,12.333
326.58832,1920,7830,16603953,228322925,0,244926878,539000,12,176,144,218932,8.537
440.967,320,13230,2444863,13079542,0,15524405,3000000,25,176,144,219656,2.16
391.08,640,9778,9023743,2261252,0,11284995,5000000,24,176,144,219480,1.584
163.897,320,4913,824159,4646573,0,5470732,242000,15,320,240,219656,0.52
906.5983,176,10879,597549,5760936,0,6358485,109000,29.97,176,144,165668,2.104
340.424,320,4081,1168939,9234909,0,10403848,56000,12,480,360,221152,2.444
163.897,320,4913,824159,4646573,0,5470732,242000,25,1280,720,219656,2.6
368.32,640,9208,869558,470067,0,1339625,109000,15,320,240,221152,1.808
176.901,480,4420,393395,202954,0,596349,109000,29.97,176,144,218932,1.008
326.58832,1920,7830,16603953,228322925,0,244926878,56000,24,320,240,218932,8.485
67.583336,176,792,47585,385164,0,432749,5000000,24,1920,1080,219480,22.433
473,320,11826,1419320,8047423,0,9697521,3000000,15,320,240,220900,2.788
274.541,480,8228,802625,3994697,0,4797322,3000000,15,1280,720,216064,5.136
130.35667,176,1564,64483,825054,0,889537,820000,25,640,480,56516,0.764
384.451,640,11523,2839955,28225248,0,31065203,242000,25,640,480,217544,4.872
273.816,1920,6843,6190779,47579961,0,53770740,109000,24,480,360,219656,6.192
440.967,320,13230,2444863,13079542,0,15524405,539000,25,1280,720,219656,7.876
339.667,640,10191,10121223,820261,0,10941484,5000000,29.97,640,480,219480,1.556
452.689,320,2579,207037,3566163,0,3773200,56000,15,1920,1080,646612,33.226
473,320,11826,1419320,8047423,0,9697521,5000000,29.97,320,240,220900,0.86
340.424,320,4081,1168939,9234909,0,10403848,5000000,15,176,144,221152,1.188
714.371,1280,21407,14532530,43720516,0,58253046,539000,24,176,144,165564,6.092
69.933,320,1050,349781,2035796,0,2385577,5000000,29.97,320,240,219656,2.144
42.2,480,1056,216154,1306770,0,1522924,5000000,29.97,320,240,216820,2.912
286.995,480,6882,2285153,15944803,0,18229956,242000,12,640,480,216820,2.988
203.198,320,6078,853613,5225468,0,6079081,820000,24,176,144,221160,0.524
426.945,1280,12795,11297544,45523691,0,56821235,5000000,15,320,240,219480,5.252
225.08,480,5628,1873408,13275961,0,15149369,56000,15,320,240,216820,1.912
273.816,1920,6843,6190779,47579961,0,53770740,56000,29.97,640,480,219656,6.848
127.221664,1920,3050,3818903,45174992,0,48993895,539000,15,176,144,217348,7.996
98.683334,176,1184,48267,636993,0,685260,242000,12,480,360,217880,0.46
286.995,480,6882,2285153,15944803,0,18229956,5000000,24,1280,720,216820,30.934
69.93833,176,839,47521,448322,0,495843,3000000,29.97,480,360,221152,9.425
80.536,480,2417,618732,6327913,0,6946645,56000,24,176,144,219480,1.376
80.536,480,2417,618732,6327913,0,6946645,539000,29.97,320,240,219480,7.256
292.092,480,8755,2375028,15155062,0,17530090,820000,15,176,144,219480,1.268
63.667,640,956,1259657,6480438,0,7740095,5000000,15,176,144,219656,1.372
69.933,320,1050,349781,2035796,0,2385577,109000,29.97,1920,1080,219656,22.097
77.233,480,2318,182297,3510033,0,3692330,5000000,24,176,144,219480,5.316
250.017,320,7494,856855,3926589,0,4783444,56000,25,1280,720,316664,15.085
69.93833,176,839,47521,448322,0,495843,3000000,15,640,480,221152,0.684
86.486,640,2593,819680,3029350,0,3849030,3000000,29.97,176,144,219656,3.204
292.092,480,8755,2375028,15155062,0,17530090,109000,12,640,480,219480,5.964
1140.349,1280,34208,20478926,320859863,0,341338789,5000000,29.97,320,240,219480,3.916
69.933,320,1050,349781,2035796,0,2385577,820000,15,320,240,219656,0.456
440.967,320,13230,2444863,13079542,0,15524405,820000,15,640,480,219656,4.288
239.14166,480,5978,1406751,13545526,0,14952277,820000,25,320,240,120896,8.165
69.93833,176,839,47521,448322,0,495843,539000,24,640,480,221152,4.42
256.20834,176,3074,302900,1540700,0,1843600,820000,24,176,144,219480,0.304
906.5983,176,10879,597549,5760936,0,6358485,820000,25,640,480,165668,14.081
130.35667,176,1564,64483,825054,0,889537,109000,29.97,1920,1080,73964,3.172
440.967,320,13230,2444863,13079542,0,15524405,242000,12,480,360,219656,2.528
282.56,640,7065,4966509,14806840,0,19773349,539000,12,320,240,221152,3.376
163.897,320,4913,824159,4646573,0,5470732,109000,25,176,144,219656,1.848
127.221664,1920,3050,3818903,45174992,0,48993895,109000,24,1280,720,217544,8.465
163.897,320,4913,824159,4646573,0,5470732,539000,24,640,480,219656,4.06
86.486,640,2593,819680,3029350,0,3849030,5000000,25,480,360,219656,9.557
395.44,1280,9886,5073258,74605061,0,79678319,539000,15,1280,720,221160,5
395.44,1280,9886,5073258,74605061,0,79678319,109000,29.97,176,144,221160,2.144
274.541,480,8228,802625,3994697,0,4797322,539000,29.97,640,480,216820,16.285
384.451,640,11523,2839955,28225248,0,31065203,539000,29.97,480,360,217568,8.065
274.541,480,8228,802625,3994697,0,4797322,820000,29.97,320,240,216820,3.344
304.927,320,7623,833754,4286526,0,5120280,242000,24,1280,720,216820,16.169
368.32,640,9208,869558,470067,0,1339625,5000000,29.97,1920,1080,632104,32.438
391.08,640,9778,9023743,2261252,0,11284995,242000,24,640,480,219480,1.152
106.765,1280,2669,4427240,6911026,0,11338266,539000,24,1920,1080,219480,6.308
39.055,1920,1170,839251,28416939,0,29256190,109000,15,1920,1080,676464,40.811
645.84,320,16146,1081321,6660941,0,7742262,56000,12,1280,720,219200,1.848
458.625,640,13746,5308581,24350943,0,29659524,820000,24,640,480,216820,4.424
86.486,640,2593,819680,3029350,0,3849030,56000,25,480,360,219656,5.06
448.575,1280,13441,9132637,105950761,0,115083398,56000,25,1920,1080,217080,8.905
250.017,320,7494,856855,3926589,0,4783444,820000,15,176,144,218900,0.656
250.017,320,7494,856855,3926589,0,4783444,242000,29.97,480,360,218900,1.1
256.20834,176,3074,302900,1540700,0,1843600,242000,25,480,360,219480,1.936
458.625,640,13746,5308581,24350943,0,29659524,109000,24,176,144,216820,2.128
340.424,320,4081,1168939,9234909,0,10403848,820000,15,640,480,221152,2.956
292.092,480,8755,2375028,15155062,0,17530090,56000,29.97,320,240,219480,3.292
581.233,480,17438,10151572,11352574,0,21504146,3000000,15,640,480,218932,1.556
326.583,640,8163,1868804,41239444,0,43108248,820000,24,320,240,212596,3.02
860.056,1280,25773,12989828,276022270,0,289012098,109000,24,1280,720,257856,8.493
49.178333,176,344,33046,300986,0,334032,56000,24,480,360,221160,0.364
37.011665,1280,1109,1899633,10866846,0,12766479,539000,15,480,360,219480,11.441
292.092,480,8755,2375028,15155062,0,17530090,539000,25,1920,1080,219480,41.035
39.055,1920,1170,839251,28416939,0,29256190,242000,24,1280,720,376380,42.951
34.168,480,1021,238485,559745,0,798230,820000,24,1920,1080,165700,12.117
339.667,640,10191,10121223,820261,0,10941484,109000,29.97,176,144,219480,1.9
645.84,320,16146,1081321,6660941,0,7742262,5000000,15,1280,720,219200,2.66
286.995,480,6882,2285153,15944803,0,18229956,242000,15,640,480,216820,1.44
395.44,1280,9886,5073258,74605061,0,79678319,5000000,12,176,144,221160,2.312
59.883,1280,1793,481774,6965881,0,7447655,820000,24,1920,1080,155028,12.057
67.583336,176,792,47585,385164,0,432749,242000,15,176,144,219480,0.86
391.08,640,9778,9023743,2261252,0,11284995,3000000,29.97,1280,720,326112,28.09
106.765,1280,2669,4427240,6911026,0,11338266,5000000,25,176,144,219480,2.956
385.052,1280,9232,16244376,5023129,0,21267505,5000000,15,640,480,219480,7.276
860.056,1280,25773,12989828,276022270,0,289012098,109000,12,1920,1080,262784,7.992
476.957,1280,14305,3487520,79210885,0,82698405,109000,29.97,1920,1080,165668,15.333
86.486,640,2593,819680,3029350,0,3849030,56000,24,1280,720,219656,2.972
239.14166,480,5978,1406751,13545526,0,14952277,539000,25,176,144,120124,4.072
52.68,480,1318,870136,1579497,0,2449633,5000000,25,176,144,155028,6.396
385.052,1280,9232,16244376,5023129,0,21267505,539000,24,640,480,219480,4.504
177.33333,176,2128,100969,1089548,0,1190517,3000000,24,480,360,163064,3.256
130.35667,176,1564,64483,825054,0,889537,5000000,29.97,480,360,95632,14.761
52.68,480,1318,870136,1579497,0,2449633,5000000,12,640,480,155028,1.656
74.535,176,894,23996,491276,0,515272,109000,24,320,240,219464,2.92
33.09,320,456,101794,1052937,0,1154731,109000,25,176,144,219480,1.912
86.486,640,2593,819680,3029350,0,3849030,539000,29.97,1280,720,219656,10.129
282.56,640,7065,4966509,14806840,0,19773349,5000000,24,176,144,221152,1.092
476.957,1280,14305,3487520,79210885,0,82698405,56000,24,480,360,165668,4.264
176.901,480,4420,393395,202954,0,596349,109000,25,640,480,218932,1.048
340.424,320,4081,1168939,9234909,0,10403848,3000000,25,176,144,221152,0.32
714.371,1280,21407,14532530,43720516,0,58253046,56000,15,1280,720,164988,3.484
448.575,1280,13441,9132637,105950761,0,115083398,539000,29.97,320,240,217080,4.184
110.966995,480,3330,529627,4978664,0,5508291,3000000,24,320,240,216820,4.168
339.667,640,10191,10121223,820261,0,10941484,56000,29.97,640,480,219480,9.253
37.011665,1280,1109,1899633,10866846,0,12766479,3000000,15,1920,1080,219480,8.449
255.28,320,6382,611474,7374864,0,7986338,820000,29.97,176,144,216820,0.468
473,320,11826,1419320,8047423,0,9697521,109000,15,1280,720,318776,16.421
248.416,480,7453,1587869,19396182,0,20984051,56000,29.97,1920,1080,85544,9.293
270.655,640,8117,1912240,20178890,0,22091130,109000,24,176,144,219480,2.092
391.08,640,9778,9023743,2261252,0,11284995,56000,12,1920,1080,219480,3.428
86.486,640,2593,819680,3029350,0,3849030,56000,12,320,240,219656,2.264
714.371,1280,21407,14532530,43720516,0,58253046,820000,25,176,144,165564,2.94
1140.349,1280,34208,20478926,320859863,0,341338789,56000,15,1280,720,219480,4.888
163.897,320,4913,824159,4646573,0,5470732,5000000,12,1920,1080,219656,24.086
1768.9417,176,21227,1382103,11034284,0,12416387,109000,12,480,360,228608,0.52
80.536,480,2417,618732,6327913,0,6946645,242000,15,320,240,219480,4.88
217.518,480,6520,406683,1851539,0,2258222,109000,15,640,480,217080,1.104
379.32,480,9484,3392479,5235193,0,8627672,242000,12,1280,720,324884,12.681
273.816,1920,6843,6190779,47579961,0,53770740,3000000,29.97,320,240,219656,5.956
473,320,11826,1419320,8047423,0,9697521,56000,25,320,240,220900,0.784
33.09,320,456,101794,1052937,0,1154731,56000,15,1280,720,219480,6.92
64.933,320,975,318954,1603007,0,1921961,242000,12,320,240,217080,2.5
452.689,320,2579,207037,3566163,0,3773200,3000000,29.97,320,240,248092,3.556
750.433,1280,10112,3852576,70635013,0,74487589,539000,25,480,360,165700,2.188
131.76,640,3294,945865,778937,0,1724802,5000000,12,320,240,221152,2.056
274.541,480,8228,802625,3994697,0,4797322,242000,29.97,320,240,216064,2.808
143.03334,176,1716,56405,856907,0,913312,242000,12,1920,1080,219480,7.036
1768.9417,176,21227,1382103,11034284,0,12416387,109000,24,320,240,240032,3.656
316.95166,176,3803,111850,2082902,0,2194752,3000000,25,1280,720,165700,14.013
34.168,480,1021,238485,559745,0,798230,109000,12,480,360,165700,2.968
64.933,320,975,318954,1603007,0,1921961,539000,24,480,360,217080,0.628
254.922,480,7636,918325,7387906,0,8306231,3000000,25,176,144,221160,1.004
290.01666,176,3478,119325,1794184,0,1913509,820000,25,480,360,133764,4.484
177.33333,176,2128,100969,1089548,0,1190517,109000,24,176,144,163632,0.32
