0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2.0,0.0,2798.0,145.0,120.0,0.4,1.8,26499.0,36460.0,0.2,0.2,0.2,0.0,0.2,2.59,2.59,32.34,95.01,3.6,306.0,1079321.0,90.0
1.0,0.0,244.0,46.0,21.0,0.2,0.2,137263.0,9223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,17.2,1.4,7945.0,1833245.0,98.0
9.0,2.0,2227.0,140.0,73.0,6.41,19.44,108370.0,28568.0,2.81,4.21,3.41,0.0,0.2,7.01,10.42,225.65,406.81,2.6,314.0,1108418.0,77.0
26.0,5.0,5393.0,717.0,605.0,10.2,6.0,350758.0,35418.0,3.2,7.4,13.4,47.4,0.4,3.0,4.2,507.0,806.4,208.0,64.0,36.0,0.0
83.0,108.0,2950.0,250.0,220.0,0.2,0.2,130756.0,75616.0,7.4,11.2,12.4,2.4,2.6,2.4,7.6,31.2,83.4,477.0,86.0,14.0,0.0
1.0,1.0,2068.0,199.0,138.0,0.4,1.6,139395.0,52225.0,1.4,1.6,1.6,0.0,0.6,61.88,63.67,158.68,181.24,1.0,321.0,1019960.0,86.0
9.0,7.0,3717.0,203.0,191.0,0.6,0.8,204642.0,234240.0,2.59,11.38,46.51,79.64,1.2,3.79,5.59,67.07,221.56,2.3,127.0,1008517.0,87.0
122.0,53.0,3858.0,253.0,267.0,0.2,0.2,92027.0,172470.0,3.0,23.2,23.4,5.0,0.0,0.6,0.6,20.2,27.2,3.0,399.0,1066162.0,90.0
42.0,58.0,2302.0,145.0,125.0,0.4,0.6,10686.0,50059.0,0.0,0.0,0.0,0.0,0.0,10.22,10.42,32.26,92.38,3.8,336.0,1064146.0,90.0
18.0,25.0,495.0,69.0,47.0,2.0,2.0,75783.0,34467.0,0.0,0.0,0.0,0.0,0.0,2.4,4.2,162.8,165.2,1.0,635.0,1814986.0,84.0
8.0,2.0,2995.0,201.0,168.0,1.2,3.4,63991.0,34680.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,104.8,159.8,2.0,1964.0,969021.0,88.0
5.0,4.0,1958.0,248.0,102.0,0.6,1.2,147350.0,68937.0,15.6,21.0,30.4,30.0,10.2,40.0,42.4,39.0,152.6,2.0,160.0,990064.0,87.0
6.0,0.0,828.0,126.0,130.0,1.19,0.8,217177.0,25808.0,10.14,48.11,122.47,260.83,0.4,6.56,10.34,69.38,222.07,168.0,89.0,11.0,0.0
17.0,23.0,566.0,90.0,54.0,0.8,0.8,146507.0,9607.0,1.6,8.6,21.8,34.4,1.0,3.2,5.8,59.2,90.6,3.2,136.0,1703814.0,93.0
9.0,2.0,2004.0,131.0,96.0,1.6,1.6,203406.0,80867.0,0.0,0.0,0.0,0.0,0.2,1.4,1.4,103.0,174.0,2.6,1017.0,1539797.0,90.0
2.0,1.0,406.0,41.0,32.0,0.2,0.2,3373.0,7138.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,15.6,18.2,1.0,579.0,1752968.0,98.0
8.0,0.0,3741.0,238.0,175.0,6.8,20.0,43717.0,46291.0,0.6,0.6,0.6,0.0,0.0,8.0,8.4,250.4,444.2,1.0,202.0,1091530.0,76.0
4.0,1.0,1534.0,105.0,107.0,0.4,0.4,209324.0,111844.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,33.67,44.09,1.5,401.0,1076553.0,93.0
18.0,1.0,4108.0,599.0,507.0,7.57,1.99,460349.0,19771.0,9.56,34.86,53.78,142.63,0.2,19.32,35.06,379.48,601.79,1.0,184.0,963066.0,68.0
29.0,30.0,2678.0,222.0,206.0,6.2,2.4,141104.0,28803.0,0.0,0.0,0.0,0.0,0.0,13.8,14.2,279.2,465.0,3.2,814.0,1719293.0,81.0
14.0,12.0,903.0,105.0,92.0,0.6,0.8,44847.0,29587.0,1.8,1.8,1.8,0.0,0.4,2.8,2.8,52.4,76.8,1.2,230.0,1016176.0,95.0
13.0,0.0,1603.0,131.0,81.0,2.0,2.79,339713.0,35013.0,0.0,0.0,0.0,0.0,0.2,4.39,5.59,176.85,298.4,2.6,1439.0,1543773.0,89.0
0.0,0.0,303.0,48.0,39.0,0.2,0.2,253231.0,18778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,19.6,1.2,8054.0,1862464.0,98.0
3.0,1.0,1395.0,113.0,60.0,0.8,1.4,92509.0,18384.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,82.6,111.6,3.0,812.0,1067821.0,94.0
10.0,0.0,4207.0,145.0,141.0,0.8,2.2,222977.0,112587.0,1.8,7.8,52.6,123.2,1.2,3.2,17.8,51.8,128.0,2.8,133.0,1524387.0,90.0
1.0,0.0,461.0,54.0,18.0,0.2,0.2,17735.0,8554.0,0.0,0.0,0.0,0.0,0.2,1.8,3.2,15.8,18.0,1.0,579.0,1752811.0,97.0
14.0,0.0,1654.0,95.0,62.0,2.0,2.4,189881.0,134834.0,5.4,14.0,65.4,115.8,1.0,22.8,24.0,140.0,296.2,6.4,168.0,1593582.0,86.0
1.0,0.0,639.0,142.0,128.0,0.2,0.2,13625.0,39037.0,3.8,6.4,6.2,0.0,1.0,0.2,0.2,19.8,20.0,3.4,389.0,1708934.0,96.0
13.0,7.0,1042.0,112.0,76.0,1.0,1.6,39083.0,32135.0,2.0,6.4,47.4,97.8,0.6,4.0,4.6,50.0,312.6,1.0,371.0,966165.0,91.0
15.0,9.0,3223.0,248.0,125.0,1.2,1.2,689071.0,67101.0,0.0,0.0,0.0,0.0,0.2,3.2,4.6,125.6,255.4,6.6,633.0,1302059.0,87.0
0.0,0.0,253.0,17.0,25.0,0.4,0.4,1467.0,6983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,36.0,1.0,7548.0,1870237.0,98.0
39.0,23.0,3674.0,318.0,177.0,2.59,3.59,160120.0,78498.0,2.79,2.79,2.79,0.0,1.6,0.2,0.2,175.85,262.08,2.6,223.0,1624016.0,85.0
12.0,5.0,2405.0,182.0,129.0,0.6,2.0,146138.0,38456.0,8.2,18.6,36.4,63.8,0.6,38.6,45.8,64.2,226.4,2.8,475.0,988678.0,86.0
23.0,14.0,3718.0,424.0,149.0,4.79,7.98,101003.0,39227.0,7.58,28.14,45.51,102.59,1.0,0.6,0.6,300.8,498.4,1.0,328.0,1065656.0,78.0
10.0,7.0,1507.0,144.0,91.0,0.4,1.8,23105.0,26379.0,0.0,0.0,0.0,0.0,0.0,19.24,20.84,33.67,94.39,2.2,1074.0,975830.0,91.0
2.0,2.0,2978.0,177.0,118.0,0.6,0.6,17929.0,38643.0,1.6,1.8,1.8,0.0,0.4,11.0,13.2,43.4,79.0,2.0,178.0,1015352.0,91.0
0.0,0.0,2743.0,95.0,99.0,0.2,0.2,3089.0,5280.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,15.57,16.97,2.0,628.0,1755138.0,89.0
29.0,6.0,2375.0,146.0,123.0,2.0,3.19,109539.0,39984.0,0.0,0.0,0.0,0.0,0.0,8.98,9.98,116.57,226.75,1.0,663.0,1018837.0,89.0
4.0,1.0,411.0,17.0,21.0,2.0,2.2,48540.0,37250.0,0.0,0.0,0.0,0.0,0.0,5.8,11.6,101.0,140.4,1.2,7785.0,1879002.0,94.0
28.0,25.0,3903.0,271.0,162.0,2.4,2.4,293696.0,35661.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,171.0,285.8,1.2,920.0,974752.0,86.0
10.0,0.0,2488.0,271.0,224.0,0.6,1.8,364602.0,420692.0,4.8,39.0,202.2,420.4,0.4,48.2,91.8,45.4,192.8,1.6,132.0,1025203.0,78.0
9.0,7.0,4001.0,282.0,162.0,2.2,7.8,227990.0,194705.0,0.0,0.0,0.0,0.0,0.0,24.4,45.8,196.4,235.4,5.2,1145.0,1598792.0,69.0
11.0,6.0,1582.0,174.0,138.0,0.4,0.4,235837.0,61049.0,0.0,0.0,0.0,0.0,19.6,2.8,3.6,88.6,219.0,1.7,709.0,1114536.0,90.0
27.0,39.0,898.0,87.0,90.0,0.2,0.2,5233.0,37131.0,0.0,0.0,1.8,2.8,0.0,1.6,1.6,18.8,38.4,1.0,128.0,1128165.0,94.0
2.0,0.0,1053.0,127.0,47.0,0.4,0.2,311277.0,30292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,33.0,1.8,493.0,1748054.0,87.0
252.0,267.0,4146.0,614.0,470.0,3.4,3.0,191240.0,107303.0,3.4,4.2,4.2,0.0,0.6,2.8,3.0,173.2,267.0,1.0,350.0,1089149.0,78.0
9.0,0.0,4290.0,428.0,346.0,3.8,1.2,251693.0,148389.0,1.0,1.6,1.6,0.0,1.2,1.6,1.8,192.4,330.2,3.0,342.0,1088830.0,79.0
0.0,0.0,3231.0,112.0,98.0,0.2,0.2,33505.0,22795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.2,1.8,427.0,1754056.0,88.0
7.0,3.0,1360.0,115.0,99.0,2.4,3.4,80145.0,22427.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,128.8,161.0,1.8,495.0,1046338.0,91.0
60.0,31.0,6355.0,358.0,264.0,6.0,13.8,251366.0,242337.0,0.0,0.0,0.0,0.0,0.0,13.6,25.4,439.2,593.0,3.8,3155.0,1653723.0,62.0
2.0,0.0,549.0,49.0,64.0,0.6,4.2,116406.0,217353.0,0.0,0.0,0.0,0.0,0.0,8.8,17.6,27.8,30.4,1.4,7663.0,1879211.0,91.0
16.0,5.0,3116.0,289.0,190.0,0.6,0.6,325948.0,52640.0,0.4,0.6,0.6,0.0,0.4,28.4,45.2,60.2,219.8,1.0,400.0,969106.0,87.0
19.0,28.0,586.0,76.0,51.0,0.2,0.2,1609.0,13494.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.6,16.8,2.0,1258.0,1713042.0,96.0
2.0,1.0,210.0,25.0,32.0,0.2,0.2,11974.0,22876.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,15.6,16.8,1.2,6169.0,1855749.0,98.0
1.0,0.0,448.0,126.0,76.0,0.2,0.2,456419.0,271500.0,0.0,0.0,0.0,0.0,0.2,3.6,7.0,19.0,27.2,4.2,1080.0,1728701.0,94.0
15.0,18.0,565.0,45.0,40.0,2.2,2.2,62897.0,142595.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,201.0,170.8,1.2,5538.0,1842536.0,87.0
5.0,1.0,1644.0,165.0,161.0,2.81,5.21,359829.0,241730.0,12.02,69.54,142.89,274.55,1.2,45.29,74.15,175.15,300.6,3.0,156.0,1068024.0,83.0
70.0,78.0,3840.0,447.0,172.0,8.2,12.0,376602.0,61600.0,0.0,0.0,0.0,0.0,0.2,2.4,3.0,529.4,712.2,1.8,936.0,1021230.0,68.0
65.0,83.0,2194.0,220.0,133.0,0.4,0.4,246472.0,80797.0,0.0,0.0,0.0,0.0,0.0,31.94,53.69,42.91,119.96,1.0,1310.0,1086976.0,82.0
58.0,62.0,6565.0,679.0,551.0,11.2,4.6,358824.0,52641.0,0.0,0.0,0.0,0.0,0.2,1.2,1.8,531.2,965.0,1.8,855.0,1054050.0,59.0
2.0,0.0,2702.0,190.0,140.0,0.4,0.6,228543.0,125011.0,2.2,6.39,17.56,36.13,0.0,11.78,20.16,30.74,133.13,2.0,216.0,1056597.0,88.0
2.0,1.0,638.0,74.0,49.0,1.8,2.0,8441.0,8438.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,80.8,126.4,1.8,711.0,1759778.0,88.0
0.0,0.0,405.0,71.0,57.0,0.2,0.2,1355.0,13224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.0,2.0,684.0,1721986.0,96.0
4.0,2.0,2129.0,169.0,184.0,1.2,2.6,220260.0,280690.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,185.4,169.8,5.0,1332.0,1613035.0,87.0
1.0,1.0,298.0,16.0,32.0,0.2,0.2,8934.0,128171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.6,1.0,6876.0,1852733.0,97.0
1.0,0.0,3037.0,192.0,160.0,0.2,0.2,10313.0,96764.0,0.0,0.0,0.0,0.0,0.0,2.2,2.8,18.0,69.6,1.0,344.0,1070120.0,91.0
0.0,0.0,133.0,9.0,9.0,0.2,0.2,1287.0,4064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7224.0,1847200.0,98.0
17.0,4.0,2404.0,223.0,156.0,4.2,3.2,285474.0,87061.0,13.8,22.2,42.4,74.8,0.0,23.8,24.6,232.2,457.0,276.0,82.0,18.0,0.0
6.0,4.0,1555.0,332.0,97.0,1.0,1.6,625533.0,55347.0,10.78,26.95,54.69,100.4,0.6,9.58,13.17,131.14,361.88,2.8,335.0,964810.0,86.0
172.0,113.0,1427.0,171.0,134.0,0.6,3.39,261636.0,103649.0,0.0,0.0,0.0,0.0,0.8,4.99,5.39,62.28,152.1,744.0,92.0,8.0,0.0
0.0,0.0,1073.0,57.0,51.0,0.2,0.2,2235.0,25862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.2,7721.0,1871742.0,98.0
0.0,0.0,220.0,19.0,18.0,0.2,0.2,1977.0,9515.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,15.57,21.16,1.0,1904.0,1750683.0,98.0
0.0,0.0,131.0,6.0,10.0,0.2,0.2,419.0,6684.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.57,16.77,1.0,1913.0,1781405.0,99.0
5.0,3.0,3786.0,167.0,149.0,1.2,1.2,172744.0,161033.0,0.0,0.0,0.0,0.0,1.8,4.6,4.6,105.2,171.0,1.0,700.0,986394.0,87.0
3.0,2.0,1721.0,202.0,219.0,2.0,2.0,44461.0,264825.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,139.6,170.8,2.2,757.0,1381216.0,88.0
4.0,3.0,1357.0,150.0,107.0,0.4,0.6,44343.0,61464.0,3.99,7.98,11.38,7.78,0.0,0.0,0.0,23.75,45.31,1.5,139.0,1008875.0,92.0
9.0,2.0,2171.0,220.0,134.0,6.81,19.64,40442.0,53040.0,2.4,2.4,3.81,10.42,1.0,10.82,14.83,244.29,443.89,1.8,180.0,1105772.0,76.0
12.0,1.0,2466.0,193.0,189.0,3.19,2.0,105786.0,83337.0,0.0,0.0,0.0,0.0,0.0,2.4,3.19,173.85,243.11,440.0,87.0,13.0,0.0
12.0,11.0,1207.0,42.0,35.0,0.2,0.2,4492.0,18877.0,2.61,5.61,10.22,13.43,0.6,0.2,1.2,15.83,60.32,1.0,166.0,1083687.0,97.0
0.0,0.0,578.0,54.0,52.0,0.2,0.2,5599.0,11969.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,15.0,22.0,3.0,2422.0,1772094.0,92.0
4.0,1.0,1245.0,115.0,82.0,2.0,0.8,147312.0,16759.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,103.6,175.6,1.0,1089.0,1062110.0,93.0
104.0,108.0,2559.0,149.0,143.0,2.4,4.01,141636.0,130115.0,0.0,0.0,0.0,0.0,0.0,12.63,21.84,155.11,254.51,2.0,848.0,1076717.0,86.0
13.0,6.0,3424.0,339.0,296.0,4.0,3.4,276177.0,235290.0,0.8,0.8,0.8,0.0,1.4,7.4,9.8,228.8,429.6,3.6,362.0,1376770.0,78.0
4.0,3.0,1370.0,94.0,118.0,0.8,1.0,25625.0,99074.0,0.0,0.0,0.0,0.0,1.8,1.6,1.6,70.2,101.8,1.0,418.0,1113077.0,91.0
3.0,1.0,403.0,45.0,13.0,2.2,2.2,109630.0,25486.0,0.0,0.0,0.0,0.0,0.0,3.61,6.21,213.83,181.76,1.4,11474.0,1885897.0,90.0
1.0,0.0,2286.0,100.0,65.0,0.8,0.8,97449.0,9632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,85.2,2.2,1157.0,1766731.0,88.0
62.0,77.0,3806.0,258.0,166.0,1.4,1.4,492142.0,268706.0,4.8,19.4,44.0,79.2,2.2,7.6,12.2,68.0,218.8,5.2,256.0,1314590.0,85.0
11.0,6.0,2532.0,201.0,110.0,1.4,2.6,137911.0,26016.0,5.0,8.4,27.2,37.6,4.4,20.6,24.2,77.4,181.2,2.5,141.0,1112808.0,87.0
2.0,1.0,2648.0,257.0,164.0,0.4,0.6,106551.0,27902.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,34.87,71.14,2.0,916.0,1054447.0,89.0
12.0,2.0,1802.0,82.0,70.0,7.39,22.75,34951.0,32627.0,6.79,14.97,36.33,83.23,0.4,15.97,16.97,249.7,493.61,1.5,150.0,1086395.0,76.0
2.0,1.0,990.0,139.0,109.0,0.6,0.4,14850.0,23152.0,0.0,0.0,0.0,0.0,0.0,21.16,21.96,38.32,84.23,4.0,768.0,1062687.0,93.0
4.0,0.0,973.0,130.0,120.0,0.8,4.0,56826.0,40037.0,0.0,0.0,0.0,0.0,0.0,0.4,5.6,61.4,166.8,2.2,2071.0,1732128.0,93.0
137.0,128.0,1222.0,169.0,139.0,0.8,0.8,79344.0,90148.0,0.0,0.0,0.0,0.0,0.0,1.2,6.0,74.4,115.0,1.0,733.0,990430.0,91.0
49.0,22.0,2009.0,243.0,135.0,4.4,6.2,158925.0,31533.0,0.0,0.0,0.0,0.0,0.0,4.4,5.8,220.6,424.0,1.2,965.0,973090.0,81.0
4.0,1.0,809.0,99.0,91.0,2.0,0.8,63513.0,61487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,155.8,1.2,7583.0,1865490.0,93.0
1.0,0.0,443.0,54.0,25.0,0.2,0.2,31996.0,16345.0,0.4,0.4,3.0,7.2,0.0,0.6,1.0,16.0,24.4,3.0,132.0,1711738.0,97.0
15.0,5.0,1421.0,148.0,97.0,1.6,2.8,215537.0,45333.0,1.4,2.0,2.8,3.0,1.4,24.0,38.6,77.0,204.6,2.3,303.0,950886.0,87.0
54.0,69.0,1119.0,120.0,112.0,0.6,0.6,255769.0,25425.0,2.81,7.41,9.82,7.41,0.8,45.69,46.49,49.7,160.92,4.0,260.0,1042852.0,84.0
7.0,5.0,2188.0,147.0,86.0,1.8,1.4,25136.0,25183.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,85.0,139.8,1.0,2919.0,1051027.0,89.0
24.0,36.0,700.0,64.0,108.0,0.4,0.4,5277.0,57907.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,32.93,58.08,1.7,688.0,1060442.0,94.0
2.0,0.0,1722.0,132.0,77.0,1.4,1.4,175711.0,32362.0,0.0,0.0,0.0,0.0,13.23,2.4,3.41,138.48,190.38,1.0,776.0,1068697.0,88.0
17.0,0.0,3902.0,411.0,355.0,15.4,35.4,284485.0,228809.0,5.4,15.6,23.6,28.6,0.0,11.8,13.0,544.2,1040.6,1.0,373.0,1079026.0,56.0
1.0,0.0,2164.0,166.0,167.0,0.6,2.4,249529.0,93523.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,50.4,61.0,1.0,2728.0,1051227.0,93.0
17.0,0.0,2620.0,188.0,117.0,6.61,19.64,191548.0,31831.0,4.21,15.43,33.67,44.69,0.0,18.44,26.65,255.51,508.82,1.6,149.0,1085324.0,76.0
0.0,0.0,186.0,17.0,29.0,0.2,0.2,463.0,2680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7420.0,1866392.0,97.0
1.0,0.0,2629.0,394.0,278.0,1.0,3.8,95204.0,324792.0,0.2,0.2,0.2,0.0,0.0,5.8,11.0,66.8,113.0,2.4,174.0,1375040.0,87.0
98.0,126.0,4032.0,143.0,79.0,1.8,2.4,464450.0,40608.0,0.0,0.0,0.0,0.0,0.0,6.2,8.0,153.2,259.4,6.0,7804.0,1371829.0,80.0
3.0,2.0,6960.0,750.0,803.0,0.8,2.2,335321.0,50376.0,2.2,2.8,2.6,0.0,1.8,19.4,37.2,61.0,147.6,1.7,280.0,1024984.0,75.0
21.0,13.0,6610.0,260.0,191.0,1.4,5.59,256986.0,72968.0,7.78,13.97,24.55,31.34,7.98,33.33,49.1,143.11,222.55,1.2,243.0,1003382.0,77.0
1.0,0.0,3989.0,188.0,139.0,0.4,0.4,157284.0,29787.0,0.0,0.0,0.0,0.0,0.0,4.2,4.2,37.4,52.2,2.0,468.0,1060715.0,90.0
1.0,0.0,958.0,117.0,45.0,0.6,0.6,215753.0,27639.0,0.0,0.0,0.0,0.0,0.0,2.8,5.6,39.8,43.4,2.0,6280.0,1845344.0,96.0
9.0,1.0,3007.0,418.0,378.0,7.4,2.0,458899.0,227474.0,0.0,0.0,0.0,0.0,0.0,12.8,25.2,344.4,503.2,2.2,6462.0,1845981.0,76.0
4.0,1.0,730.0,95.0,60.0,2.8,2.8,345600.0,52749.0,0.0,0.0,0.0,0.0,0.0,7.0,11.8,241.8,271.6,1.6,2996.0,1795890.0,80.0
55.0,74.0,3992.0,406.0,333.0,1.8,1.4,236911.0,225773.0,1.6,1.8,1.8,0.0,1.0,1.0,1.2,121.0,196.0,2.8,391.0,1123736.0,83.0
1.0,0.0,3841.0,296.0,134.0,0.2,0.2,19987.0,52794.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,20.0,21.0,2.0,4644.0,1730949.0,91.0
7.0,5.0,2322.0,259.0,169.0,0.4,0.8,620416.0,636285.0,0.0,0.0,0.0,0.0,0.0,43.2,53.0,27.2,101.4,1963.0,88.0,11.0,1.0
43.0,54.0,1614.0,171.0,124.0,1.4,5.6,203635.0,111536.0,0.0,0.0,0.0,0.0,0.0,5.6,6.6,42.4,76.6,637.0,89.0,9.0,0.0
171.0,22.0,2935.0,235.0,275.0,0.2,0.2,90618.0,314006.0,11.4,50.8,58.2,38.4,0.0,2.8,2.8,15.8,42.4,2.8,187.0,1329400.0,92.0
4.0,0.0,655.0,78.0,98.0,2.6,3.4,272364.0,232714.0,0.0,0.0,0.0,0.0,0.0,30.4,58.6,187.6,198.6,2.4,2060.0,1795691.0,76.0
3.0,2.0,1889.0,52.0,69.0,0.6,1.4,19769.0,26606.0,0.0,0.0,0.0,0.0,0.0,3.2,5.4,53.8,72.2,2.0,705.0,1538586.0,93.0
7.0,2.0,586.0,88.0,25.0,3.4,3.6,61524.0,12611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.6,225.4,1.0,8743.0,1871075.0,92.0
6.0,5.0,1893.0,237.0,136.0,0.4,0.4,708874.0,681925.0,7.57,12.95,12.75,0.0,1.59,10.76,18.33,40.24,45.42,247.0,86.0,14.0,0.0
9.0,8.0,1079.0,59.0,51.0,0.2,0.2,8296.0,31390.0,0.0,0.0,0.0,0.0,0.4,5.8,6.0,15.6,33.0,1.2,1569.0,1081923.0,97.0
90.0,113.0,1083.0,100.0,88.0,1.8,1.6,47270.0,23513.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,121.4,229.6,2.0,1171.0,1077315.0,89.0
7.0,5.0,1627.0,195.0,110.0,0.4,0.4,272063.0,84545.0,0.0,0.0,0.0,0.0,0.0,5.4,9.4,59.4,153.0,1.5,470.0,968790.0,89.0
16.0,10.0,1961.0,285.0,232.0,4.99,2.79,269925.0,39790.0,0.0,0.0,0.0,0.0,0.0,4.59,8.58,260.28,441.92,1.5,887.0,1006247.0,83.0
20.0,1.0,2916.0,215.0,169.0,4.4,6.6,145022.0,130332.0,0.0,0.0,0.0,0.0,0.0,5.8,5.8,288.4,365.0,2.8,442.0,1534784.0,85.0
44.0,11.0,4890.0,639.0,456.0,7.0,5.0,541547.0,228102.0,20.0,67.8,144.4,292.6,3.6,54.4,71.0,463.4,832.6,4.4,139.0,1032154.0,59.0
35.0,29.0,1418.0,178.0,129.0,1.4,6.4,511310.0,474767.0,7.6,12.0,11.8,0.0,2.2,6.6,11.8,43.6,86.8,205.0,90.0,10.0,0.0
120.0,112.0,1917.0,228.0,156.0,2.79,3.79,168278.0,108067.0,10.58,23.75,38.92,122.75,6.99,0.8,0.8,196.61,294.21,1.0,156.0,968364.0,84.0
46.0,11.0,4580.0,117.0,97.0,4.8,11.0,66861.0,32358.0,0.0,0.0,0.0,0.0,0.0,2.4,2.8,286.2,370.2,3.2,1062.0,1537206.0,76.0
1.0,1.0,337.0,76.0,47.0,0.2,0.2,238613.0,219346.0,0.0,0.0,0.0,0.0,0.0,2.4,4.8,15.6,16.8,3.2,3455.0,1822152.0,91.0
14.0,1.0,2111.0,350.0,336.0,5.59,3.99,375410.0,225367.0,5.59,7.78,19.36,19.96,0.6,13.37,33.33,180.24,314.57,3.5,168.0,1042622.0,83.0
29.0,38.0,397.0,45.0,14.0,2.2,2.2,82212.0,8322.0,0.0,0.0,0.0,0.0,0.0,2.0,2.2,212.77,172.26,1.4,11431.0,1877507.0,88.0
40.0,38.0,2674.0,251.0,114.0,5.4,16.2,458665.0,19089.0,7.2,33.2,111.8,221.6,0.0,48.6,107.2,209.6,408.2,2.0,134.0,1102896.0,72.0
44.0,0.0,3700.0,410.0,200.0,3.39,5.79,544367.0,247202.0,2.99,7.98,21.16,51.1,1.2,21.36,53.89,618.16,427.15,2.0,180.0,1118221.0,75.0
7.0,6.0,439.0,156.0,63.0,0.4,0.4,210013.0,217302.0,0.0,0.0,0.0,0.0,0.0,5.4,10.8,35.6,35.2,3.4,1083.0,1754006.0,92.0
7.0,4.0,813.0,125.0,126.0,0.4,0.4,87675.0,81946.0,21.96,32.14,100.8,142.91,11.98,24.75,50.1,33.33,138.12,127.0,89.0,11.0,0.0
8.0,3.0,2794.0,239.0,143.0,2.6,3.0,192634.0,23863.0,0.6,0.8,0.8,0.0,1.4,9.2,9.4,192.4,344.0,1.0,332.0,1128000.0,84.0
13.0,6.0,4688.0,129.0,120.0,1.8,8.4,51511.0,188157.0,0.0,0.0,0.0,0.0,0.2,1.8,1.8,142.0,182.4,2.4,405.0,1523059.0,83.0
0.0,0.0,264.0,42.0,33.0,0.2,0.2,1016.0,10116.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,15.63,18.44,1.4,1374.0,1749756.0,98.0
12.0,2.0,3575.0,345.0,198.0,3.4,2.0,125934.0,75566.0,0.0,0.0,0.0,0.0,0.4,55.0,70.0,191.8,357.6,3.4,1417.0,1531504.0,79.0
0.0,0.0,142.0,9.0,18.0,0.2,0.2,423.0,3675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,6459.0,1871616.0,99.0
87.0,84.0,5484.0,390.0,332.0,4.4,11.4,245476.0,153510.0,0.0,0.0,0.0,0.0,0.0,27.0,28.8,347.0,475.0,5.8,2591.0,1559867.0,66.0
5.0,2.0,528.0,49.0,37.0,3.0,2.6,152840.0,82964.0,0.0,0.0,0.0,0.0,0.0,2.8,4.2,243.6,213.6,1.4,5774.0,1847291.0,88.0
14.0,20.0,1080.0,30.0,66.0,0.2,0.2,16792.0,271467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,4465.0,1824160.0,96.0
3.0,0.0,2095.0,118.0,91.0,0.4,0.4,317741.0,97914.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,34.6,107.2,5.0,410.0,1522066.0,90.0
52.0,64.0,4385.0,201.0,145.0,6.2,17.4,65581.0,37335.0,0.0,0.0,0.0,0.0,0.0,7.0,7.6,256.8,414.6,3.3,387.0,1101664.0,74.0
11.0,11.0,2391.0,518.0,234.0,0.2,0.2,665687.0,661896.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,20.8,44.8,1.4,443.0,1044834.0,92.0
34.0,21.0,2783.0,251.0,178.0,3.99,2.79,329611.0,106187.0,0.0,0.0,0.0,0.0,0.0,33.13,43.91,201.8,461.28,4.0,8614.0,1367184.0,81.0
