0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-336,-20,-0.47,0.03,-0.3,-9,-1,-0.007,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.017
125,-5,0.01,-0.02,-0.8,-10,4,0.01,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
-13,28,-0.09,0.19,0.0,-10,-18,0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-180,-8,0.13,0.17,0.8,-12,-11,-0.017,-0.4,-0.0011,-0.0011,-0.0011,-0.001,0.0,0.0,-0.0002,0.0,-0.001,0.019
153,22,0.4,-0.02,0.6,-10,6,0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
300,-4,-0.11,-0.05,-1.5,-10,9,0.011000000000000001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
409,-19,-0.33,0.08,0.4,-6,-8,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.027000000000000003
-83,16,0.01,-0.12,-0.8,-14,15,0.015,1.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.028999999999999998
-654,-20,-0.17,0.19,2.1,-14,-11,-0.007,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.028999999999999998
694,5,0.32,0.12,1.7,-17,-4,-0.009,0.8,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.021
445,-15,-0.05,0.15,-1.3,-13,-11,-0.001,0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.023
359,-21,0.03,0.13,0.7,-15,-2,-0.017,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.034
-148,12,0.48,-0.11,1.5,-5,27,0.003,-3.8,-0.0003,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,-0.0002,0.013000000000000001
-750,-13,0.01,0.07,-0.5,-6,-5,0.004,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.055
-164,-15,-0.09,-0.06,-0.7,-7,7,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.016
-402,-3,-0.13,0.11,-0.7,-17,2,0.016,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.019
-132,4,-0.39,0.14,0.3,-10,-3,-0.013999999999999999,-1.0,-0.0005,-0.0007,-0.0007,-0.0009,0.0002,0.0,0.0002,0.0,-0.0009,0.02
-323,-3,0.33,0.24,-0.2,-19,-8,-0.007,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.023
-183,3,-0.1,0.13,-0.8,-10,-11,-0.006,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.016
-138,-18,-0.23,0.02,-1.2,-7,-2,0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0001,0.0,-0.0006,0.03
-138,-23,-0.28,0.17,1.0,-17,-2,-0.026000000000000002,-0.5,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,-0.0021,0.031
-210,22,-0.16,0.16,-0.6,-11,-15,0.002,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.016
-30,-18,0.3,0.1,1.5,-9,-9,-0.015,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.017
153,-22,0.12,-0.06,-0.8,-14,14,0.018000000000000002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
193,-19,-0.07,-0.07,0.3,-10,9,0.006,0.2,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.027999999999999997
-640,2,-0.25,0.03,-0.4,-6,-4,-0.001,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
139,-17,0.41,0.1,-1.4,-11,2,0.01,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.023
-66,29,-0.42,0.29,0.1,-19,-14,-0.008,0.0,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.024
-173,-2,-0.11,0.27,0.1,-15,-19,-0.003,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.022000000000000002
-526,-7,-0.51,0.0,0.7,-11,19,-0.009,-2.4,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,0.032
-48,-40,0.0,0.05,0.8,-10,5,-0.009,-1.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008,0.019
-712,22,-0.02,0.07,1.6,-4,-4,-0.013999999999999999,-1.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.022000000000000002
500,13,0.26,0.1,-0.3,-12,-8,0.011000000000000001,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.022000000000000002
313,-40,0.45,0.15,-0.6,-16,-6,0.012,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
-262,-31,-0.13,0.03,-1.1,-7,-2,0.013000000000000001,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.017
736,-21,-0.05,0.05,-1.5,-14,5,0.018000000000000002,0.2,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006,0.021
-62,-10,0.0,0.28,0.1,-19,-5,-0.002,-0.4,-0.0017,-0.0018,-0.0018,-0.0018,0.0001,0.0,0.0,0.0,-0.0018,0.037000000000000005
-57,-26,0.08,0.18,-0.3,-16,-8,0.005,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.022000000000000002
258,65,0.29,0.12,-1.0,-9,-12,0.011000000000000001,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.026000000000000002
73,-17,0.49,0.24,-0.7,-21,-3,0.003,0.4,-0.0028,-0.0027,-0.0027,-0.0023,-0.0002,0.0,-0.0005,0.0,-0.0023,0.051
9,-19,-0.2,-0.08,1.1,-6,14,-0.012,-1.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,0.017
392,32,0.35,0.09,1.7,-10,-6,-0.012,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
140,-35,0.22,0.08,1.5,-11,-4,-0.018000000000000002,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.021
64,-68,-0.34,-0.16,-1.0,-7,19,0.006,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
70,27,0.31,-0.08,-0.2,-8,9,0.008,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.026000000000000002
234,-27,-0.21,0.02,-0.8,-8,0,-0.002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
335,6,0.5,0.47,-0.5,-18,-2,-0.004,-3.7,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.028999999999999998
41,5,-0.34,0.16,1.5,-17,1,-0.028999999999999998,-0.3,-0.0013,-0.0015,-0.0015,-0.0015,0.0002,0.0,0.0,0.0,-0.0015,0.021
-503,-15,0.0,0.09,-0.6,-8,-9,0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-302,9,0.08,0.1,0.0,-7,-10,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
241,29,-0.09,0.0,-1.7,-9,3,0.015,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018000000000000002
348,21,0.16,-0.02,0.8,-5,4,-0.006,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-59,1,-0.05,0.0,1.4,-12,5,-0.015,-0.4,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.017
-23,-12,0.23,0.22,-0.8,-20,-6,0.021,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.025
-6,-16,-0.19,0.12,-0.4,-10,-8,0.004,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
-294,-4,0.12,0.11,-1.2,-8,-11,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
138,-2,0.23,-0.02,0.6,-8,4,0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
-155,11,-0.1,0.15,-0.6,-7,-14,0.0,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-108,-20,-0.29,0.18,-0.3,-16,-6,0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.027999999999999997
-264,-31,-0.48,0.06,-1.3,-13,1,0.0,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,0.019
9,-36,-0.45,0.16,0.3,-19,7,-0.013999999999999999,-0.5,-0.0012,-0.0014,-0.0014,-0.0015,0.0002,0.0,0.0001,0.0,-0.0015,0.024
-138,-64,-0.54,0.09,1.6,-6,-8,-0.007,-0.2,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
281,-6,-0.17,0.18,0.7,-17,-6,-0.009,-0.7,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.023
279,2,-0.43,0.02,-0.9,-11,3,0.002,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
-64,12,0.38,0.08,-0.3,-6,-9,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0002,0.0,-0.0003,0.019
129,-42,-0.21,-0.12,-1.2,-9,16,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
390,6,1.06,0.22,-0.4,-18,-5,0.021,-0.5,-0.0011,-0.0008,-0.0008,-0.0008,-0.0004,0.0,-0.0002,0.0,-0.0008,0.034
-414,-8,0.04,0.09,0.2,-6,-9,-0.012,-0.5,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
-281,-35,0.4,0.07,-1.5,-11,-2,0.023,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017
-268,15,0.45,0.01,0.1,-10,-5,0.01,0.4,-0.0005,-0.0005,-0.0005,-0.0004,0.0,0.0,-0.0002,0.0,-0.0004,0.018000000000000002
-15,48,0.29,0.26,1.1,-14,-22,-0.005,0.4,-0.001,-0.001,-0.001,-0.0009,0.0,0.0,-0.0002,0.0,-0.0009,0.024
-238,10,0.21,0.17,0.5,-13,-12,-0.015,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.025
145,-40,-0.1,0.03,0.4,-13,4,-0.009,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018000000000000002
-114,-35,0.24,0.25,0.5,-17,-14,-0.031,1.2,-0.0011,-0.0015,-0.0015,-0.0015,0.0004,0.0,0.0,0.0,-0.0015,0.021
290,-30,0.22,0.15,0.2,-20,5,0.002,-0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.039
254,22,0.16,-0.04,0.4,-6,4,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017
-335,23,-0.64,0.25,0.9,-15,-16,-0.002,-0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.02
361,7,0.42,-0.02,-0.3,-8,11,0.009,-1.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018000000000000002
-72,2,-0.47,0.14,-1.2,-20,5,-0.009,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.022000000000000002
214,13,0.21,0.01,-0.7,-8,-9,0.01,2.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.02
-680,47,-0.1,0.17,1.5,-10,-16,-0.013000000000000001,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
26,-6,0.02,-0.02,0.1,-9,5,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
-164,-37,0.09,0.13,0.1,-15,-5,-0.002,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.02
196,0,-0.14,-0.03,1.9,-11,9,0.002,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
479,-8,0.44,-0.01,-0.4,-11,7,0.008,-0.3,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,0.0,0.0,-0.0005,0.02
-200,43,-0.25,0.09,0.5,-6,-10,-0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
78,-29,-0.39,-0.14,-0.9,-7,20,0.013999999999999999,-1.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.018000000000000002
-250,-17,-0.01,0.03,-0.1,-8,-2,0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
-753,-10,-0.41,0.27,-0.3,-15,-15,-0.032,-1.3,-0.0014,-0.0014,-0.0014,-0.0015,0.0,0.0,0.0001,0.0,-0.0015,0.019
-195,-6,-0.18,0.09,1.0,-10,-7,-0.008,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.022000000000000002
553,-4,0.07,0.27,1.7,-13,-15,-0.009,-3.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.022000000000000002
62,-18,0.31,0.2,-0.4,-20,-5,0.009,0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.028999999999999998
94,-85,0.72,-0.17,0.7,-7,21,0.006,-0.6,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,-0.0001,0.0,-0.0003,0.017
284,39,0.19,0.11,0.7,-11,-8,0.006,0.0,-0.0007,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,0.021
535,17,-0.54,0.2,-0.7,-21,2,0.016,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.027999999999999997
-7,-40,0.25,-0.05,-0.5,-6,6,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018000000000000002
-292,29,0.43,0.19,0.7,-18,-2,-0.009,-0.5,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.026000000000000002
-334,-10,-0.23,0.07,0.7,-12,-4,0.001,0.3,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008,0.021
-366,-15,-0.03,0.16,2.0,-8,-16,-0.015,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017
111,-6,0.37,0.08,-0.5,-18,8,0.019,-0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0.021
162,-4,0.6,-0.01,-0.2,-7,3,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
158,-29,-0.27,0.27,0.0,-18,-17,0.011000000000000001,1.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.038
-92,14,-0.57,0.2,0.3,-7,-19,-0.013999999999999999,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.025
198,-9,0.61,0.1,0.3,-11,-3,0.007,-0.4,-0.0011,-0.0008,-0.0008,-0.0005,-0.0004,0.0,-0.0004,0.0,-0.0005,0.023
-18,-19,0.24,0.05,-0.6,-7,-4,0.004,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018000000000000002
-318,-77,0.04,0.16,1.1,-15,-6,-0.021,0.0,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,-0.0021,0.035
-333,-44,-0.6,-0.19,-0.4,-10,6,-0.004,5.5,-0.0006,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,0.015
497,2,-0.18,0.02,-0.5,-7,0,0.001,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-252,-19,-0.31,0.14,0.9,-10,-12,-0.017,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.018000000000000002
-22,22,0.14,0.04,-0.7,-9,4,0.011000000000000001,-0.9,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.053
-258,-64,0.01,0.09,-1.8,-13,-2,0.011000000000000001,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.034
148,-16,0.26,-0.03,-0.5,-10,7,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
55,-11,0.11,-0.01,-0.6,-8,2,0.0,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
193,18,0.4,0.17,1.6,-4,-10,-0.007,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
216,-4,-0.17,0.24,0.0,-21,1,-0.002,-0.1,-0.0022,-0.0022,-0.0022,-0.0022,0.0,0.0,0.0,0.0,-0.0022,0.042
239,-22,0.35,-0.15,0.6,-6,17,0.004,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.022000000000000002
-146,-16,-0.08,0.08,-0.4,-7,-9,0.004,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-6,-31,0.73,0.02,1.0,-6,-2,0.005,-0.2,-0.0005,-0.0004,-0.0004,-0.0003,-0.0003,0.0,-0.0002,0.0,-0.0003,0.034
-178,29,0.1,0.16,1.7,-8,-15,-0.013000000000000001,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.021
-120,-15,0.18,0.09,1.1,-9,-8,-0.023,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.017
-131,-26,0.34,-0.07,0.8,-12,14,-0.013000000000000001,0.9,-0.0011,-0.0011,-0.0011,-0.001,-0.0002,0.0,-0.0002,0.0,-0.001,0.019
260,-29,-0.24,-0.22,0.4,-6,24,0.003,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.015
205,-16,0.15,0.01,0.3,-13,8,-0.006,2.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.017
229,12,-0.34,-0.02,1.3,-5,2,-0.006,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
552,7,0.12,0.04,1.2,-10,-1,-0.016,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-7,-15,-0.22,0.07,1.3,-14,1,-0.009,0.0,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0,0.0001,0.0,-0.001,0.02
34,6,-0.12,0.04,-0.7,-11,-1,0.009,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
232,62,-0.22,0.18,0.1,-14,-12,-0.006,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.022000000000000002
-229,-54,0.09,-0.13,0.7,-5,12,-0.01,0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-498,-19,-0.24,0.16,1.7,-9,-15,-0.01,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
54,-11,0.22,0.11,0.7,-5,-12,0.0,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.022000000000000002
-225,8,0.07,0.39,-1.1,-21,-14,0.001,-0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.034
-14,-47,0.06,-0.17,-0.6,-6,22,0.009,1.1,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.016
192,-13,0.03,-0.03,1.5,-6,1,-0.002,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
176,-22,-0.08,0.13,0.8,-5,-14,-0.004,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
-112,-25,0.7,0.25,1.7,-16,-15,-0.012,-0.2,-0.0012,-0.0012,-0.0012,-0.0011,0.0,0.0,-0.0002,0.0,-0.0011,0.024
-67,-12,-0.06,0.05,0.1,-7,-3,0.006,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.022000000000000002
-91,-37,0.61,-0.05,0.6,-12,8,0.002,0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
-128,-56,-0.27,-0.07,-0.5,-12,13,0.013000000000000001,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
239,-22,0.14,0.1,-0.6,-13,-2,0.009,-0.5,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.022000000000000002
-104,-62,-0.48,-0.07,1.2,-9,10,-0.018000000000000002,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.016
-161,-27,-0.26,-0.04,0.3,-6,5,-0.01,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-170,17,0.25,0.15,0.4,-6,-18,-0.002,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-169,14,-0.07,0.13,0.9,-5,-15,-0.009,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.015
-173,4,-0.23,0.07,-0.7,-10,-5,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
247,5,0.04,-0.08,-1.1,-11,12,-0.002,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
77,-25,0.2,0.27,0.9,-10,-22,-0.017,-1.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.019
112,4,0.02,0.19,0.5,-18,-5,-0.01,-0.3,-0.0014,-0.0012,-0.0012,-0.0012,-0.0003,0.0,0.0,0.0,-0.0012,0.02
665,-28,-0.2,-0.2,-0.5,-6,23,0.009,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.02
365,-17,-0.21,0.01,0.8,-5,-2,-0.003,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
253,-7,0.05,-0.06,-0.3,-7,8,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
66,-1,0.3,0.17,-0.6,-9,-14,0.012,-2.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
698,-46,0.47,0.06,0.7,-12,0,0.005,-0.3,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,0.02
-38,-2,-0.32,0.24,0.7,-5,-26,-0.011000000000000001,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-268,5,0.2,0.14,0.6,-11,-11,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
-32,-34,-0.27,-0.1,0.4,-7,13,-0.007,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-288,3,0.02,0.26,-1.3,-21,1,-0.008,-0.2,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017,0.027000000000000003
498,-2,0.4,0.12,0.1,-13,-7,-0.039,0.4,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.021
-240,-22,-0.28,0.05,0.8,-10,-2,-0.005,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017
178,-75,-0.3,0.05,1.4,-15,5,-0.016,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.027000000000000003
191,18,-0.06,0.06,-0.3,-7,-6,-0.007,-0.1,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
-206,5,0.26,0.17,-0.8,-10,-15,0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
