0,1,2,3,4,5,6,7,8
-122.17,37.76,47,2118,413,965,382,2.1842,107900
-122.29,37.84,35,1872,419,1017,414,2.2106,132500
-117.66,34.09,23,1426,313,954,319,3.0357,151500
-118.37,33.97,21,3616,1060,2515,945,2.7464,153100
-121.98,38.05,31,2810,518,1640,503,3.3661,98500
-118.98,35.38,24,1807,465,1460,410,1.4786,54800
-118.41,34.02,16,5825,1866,3390,1752,3.0965,320000
-122.41,37.76,52,1427,281,620,236,1.9944,262500
-122.48,37.75,52,2515,494,1583,477,4.3393,317600
-122.42,37.76,52,3587,1030,2259,979,2.5403,250000
-117.17,32.82,24,1623,417,911,397,2.7401,198100
-124.08,40.94,18,1550,345,941,335,2.3147,70100
-117.32,34.09,30,1129,251,1034,237,2.3917,78600
-120.51,37.29,20,4927,1042,4205,1009,1.7679,79800
-122.21,37.8,39,2018,447,1221,446,3.0757,151000
-119.81,36.75,52,1827,356,855,353,1.7636,55100
-120.44,34.87,13,2312,352,1084,388,5.038,194000
-121.45,38.5,25,3033,665,1559,627,2.7101,99500
-120.43,38.02,15,1613,299,655,251,3.6875,186000
-117.05,32.72,35,1777,369,1158,353,3.4107,117000
-118.24,33.97,38,1657,467,2033,443,2.1429,118500
-121.83,37.95,17,1133,244,716,235,2.875,162500
-118.61,34.73,25,3080,587,1558,510,5.0839,156700
-118.35,33.93,35,1050,252,918,236,1.7344,146900
-117.2,33.12,18,4372,736,1473,675,5.1194,247800
-120.42,34.87,18,2505,376,1162,382,4.8359,195700
-117.45,33.94,12,3539,869,1987,859,2.1023,103700
-122.41,37.76,52,492,139,316,168,3.0865,225000
-118.14,33.91,34,1766,410,974,404,3.0703,180800
-117.71,33.63,16,1641,354,945,318,3.4261,219700
-121.21,37.81,8,1883,298,999,301,5.193,172100
-117.2,34.04,24,1587,222,676,234,6.0715,173400
-122.46,37.68,23,2812,769,1983,681,2.9413,229400
-121.44,38.55,46,1698,383,726,386,2.9821,97000
-118.47,34.03,32,3024,784,1323,740,3.3889,347900
-118.31,34.16,37,2144,446,860,435,3.9464,315000
-121.34,38.02,30,4375,689,2038,709,5.1202,133800
-118.42,33.99,38,740,171,599,194,4.0893,248900
-118.58,34.2,21,2979,744,1824,692,3.5,223700
-117.2,34.48,7,4998,953,2764,891,3.205,101900
-118.37,34.08,22,3008,938,1224,816,3.2149,300000
-118.19,34.12,35,2524,749,2487,679,2.4932,167700
-118.24,33.91,40,972,240,761,225,1.4688,88200
-118.16,33.88,33,2180,522,1634,467,3.0114,167000
-117.25,34.11,32,2910,641,2011,614,2.7473,70800
-120.27,38.02,13,3839,715,1486,532,3.1875,99800
-117.27,33.04,27,1839,392,1302,404,3.55,214600
-118.35,34.04,45,1579,357,713,335,2.1711,179200
-122.0,37.08,17,4154,739,2149,693,5.5919,373400
-119.64,36.36,13,2360,340,1055,312,5.2134,97400
-122.36,37.54,23,6184,747,2165,700,10.1675,500001
-117.05,32.75,43,1718,344,826,336,2.7014,133700
-117.24,34.04,5,1775,234,726,222,7.978,223900
-118.15,33.95,31,1053,230,686,211,4.0,263200
-122.31,37.54,49,1340,281,660,284,4.163,393800
-117.09,32.62,37,1538,298,867,285,3.0729,128700
-117.61,33.45,6,950,184,426,186,4.7237,220700
-118.22,33.89,37,797,190,485,166,2.7434,95200
-122.18,37.41,21,1034,117,323,117,10.7237,500001
-119.57,36.09,6,2015,413,992,319,2.3889,53200
-122.25,37.77,52,859,157,429,158,4.3098,197900
-118.42,34.16,46,54,9,20,6,0.536,375000
-120.93,38.65,12,2213,384,1097,351,4.5568,170100
-117.95,33.68,19,1028,191,340,159,3.6364,252800
-122.23,39.95,21,2087,382,888,361,2.207,86400
-122.93,40.78,20,3758,798,1685,757,2.3667,91200
-120.45,34.88,15,2143,286,929,315,5.7306,269700
-121.21,37.8,33,1862,429,971,389,2.6053,99200
-120.42,34.91,4,6986,1217,2801,1212,3.2135,212700
-117.28,34.13,29,2077,577,1418,524,1.8281,76800
-122.49,37.73,36,1821,292,742,298,5.6204,406200
-122.42,37.63,46,1811,337,796,333,3.43,292900
-118.06,33.97,37,1645,308,1077,320,4.3203,159200
-122.44,37.78,16,883,236,601,219,2.151,146900
-121.61,39.76,31,2431,512,1026,427,2.5428,85000
-117.94,33.68,26,4183,539,1504,520,7.4056,374200
-121.64,40.9,24,2237,434,834,318,1.7538,90300
-118.29,33.84,11,2274,617,1897,622,3.5094,162900
-117.67,34.1,28,1263,248,601,219,3.875,174000
-121.62,36.63,52,1437,298,836,257,3.6286,165500
-119.02,35.33,35,2053,412,1193,387,2.75,65800
-121.87,37.34,39,2479,541,1990,506,2.4306,289100
-117.24,33.18,19,3337,565,1646,554,5.0195,200200
-118.28,34.08,40,1630,543,1568,510,2.7366,169100
-117.16,32.75,49,1566,494,643,419,1.9637,137500
-121.23,37.79,23,1985,424,1198,389,2.7734,116800
-117.18,34.06,28,699,180,432,168,2.1875,81900
-116.87,33.76,5,4116,761,1714,717,2.5612,130800
-117.92,34.08,36,1479,251,741,245,4.2986,189600
-118.15,33.92,40,1335,281,804,282,4.3194,198400
-118.21,33.88,32,1507,379,1082,350,3.225,138200
-118.25,34.01,43,1575,475,1980,469,1.7425,100500
-117.86,34.02,19,6300,937,3671,943,5.9716,262100
-121.43,38.52,43,2089,399,955,385,2.5898,72100
-121.55,38.55,10,6227,1164,2909,1077,4.106,115900
-117.95,34.07,37,1987,399,1279,378,4.1172,176500
-117.86,33.79,42,1024,191,483,187,4.105,194500
-121.78,38.01,19,2688,469,1216,422,4.4491,133900
-121.95,37.94,21,3153,411,1318,431,6.8642,285400
-118.92,34.18,17,2400,352,1067,323,6.3522,259300
-122.27,37.85,42,1639,367,929,366,1.7135,159800
-118.3,33.88,26,1221,312,807,330,4.0536,253600
-117.61,34.08,12,4427,822,2400,843,4.7147,158700
-121.32,38.74,14,1449,228,670,232,4.3897,186300
-118.28,34.11,38,4453,1156,1830,1099,3.6181,495600
-117.94,34.14,33,1620,283,868,275,5.4110000000000005,219400
-119.82,36.82,28,2268,336,752,330,5.2809,151500
-116.86,32.87,17,5799,921,2630,843,5.0524,285400
-118.18,33.83,44,1497,277,542,274,5.0052,321800
-117.33,34.17,13,3616,665,2189,620,3.7949,106300
-121.26,37.99,27,429,102,179,90,2.3333,87500
-118.34,33.9,37,542,105,355,118,5.5133,227300
-118.23,34.07,40,506,119,397,114,3.1944,143800
-121.48,38.61,18,1511,315,1062,304,2.3438,89400
-117.14,33.39,17,2889,587,1931,510,3.8547,208300
-117.27,34.1,9,3904,1042,3688,896,1.8022,78000
-118.03,33.82,20,2662,464,1275,472,6.0162,318500
-117.84,34.12,34,2026,345,1142,332,4.3919999999999995,187600
-120.99,37.64,50,683,189,459,195,1.8162,70000
-117.3,34.24,38,4116,949,1196,422,3.5625,96500
-117.87,33.86,19,2232,448,1149,417,3.1534,324400
-123.91,41.68,22,1880,360,743,314,2.9688,152700
-118.31,34.18,11,3112,890,1700,851,3.1587,181300
-119.06,34.36,52,1409,359,981,304,2.7951,199300
-117.24,32.79,18,1741,602,508,283,3.2625,193800
-122.72,38.47,29,1706,415,990,394,1.9932,164800
-117.04,32.6,20,8052,1461,5094,1430,4.2241,139800
-118.4,33.87,26,6712,1441,2803,1394,5.2276,434500
-121.91,37.31,28,3104,811,1488,754,3.6429,332600
-117.7,35.6,16,2678,483,1473,487,3.858,70200
-121.04,37.3,6,2657,486,1409,392,3.3824,115500
-117.35,33.97,27,3960,886,2807,838,3.0239999999999996,122500
-122.46,37.71,52,1580,337,1425,330,4.0547,246200
-119.83,36.79,35,1872,363,1054,369,3.3272,65600
-122.1,37.66,36,1305,225,768,234,4.275,185300
-118.27,33.91,32,2238,471,1292,467,1.1705,110600
-118.61,34.38,2,5989,883,1787,613,6.6916,329500
-121.45,38.54,41,1278,308,839,280,1.4702,58300
-121.63,39.82,11,3974,727,1610,634,2.6147,107700
-118.41,34.06,43,4994,1057,1830,969,5.5321,500001
-122.06,40.02,32,1435,277,690,254,2.3043,68400
-122.16,37.45,37,2926,874,1363,815,4.5987,356000
-122.7,38.99,18,1177,224,181,105,2.3558,134700
-117.0,32.74,17,2357,599,1423,510,1.8856,118800
-122.33,37.53,18,4493,760,1784,725,6.7042,413000
-116.94,33.73,17,5160,851,2344,781,3.7175,120000
-121.25,38.01,16,2397,501,1053,557,2.6994,112500
-118.27,34.0,48,1869,461,1834,441,1.7052,107400
-121.05,37.64,33,1438,237,569,208,3.3516,150000
-121.65,39.35,24,1003,251,1098,227,1.7552,86400
-118.08,34.13,39,788,128,413,139,5.9546,396700
-119.25,36.27,23,1494,275,678,235,2.6875,69100
-120.97,37.68,16,2349,446,1302,392,3.1625,130300
-121.16,39.18,14,1006,187,462,185,3.1042,152000
-118.26,34.07,40,680,273,995,249,2.2607,165600
-122.43,37.77,52,2514,729,1428,597,2.3977,412500
-117.93,33.74,30,1654,434,1843,467,3.1403,153000
-118.36,34.05,45,1879,395,946,409,3.3333,254700
-118.36,34.16,45,1755,335,822,342,5.1423,322900
-118.94,35.37,23,1106,252,790,230,1.8523,59700
-118.25,33.93,42,763,191,754,174,2.0486,101800
-122.12,37.81,26,4048,513,1486,498,7.6717,416500
-122.08,37.88,24,2059,462,410,294,2.3971,99400
-122.37,40.58,25,2054,495,835,475,2.1538,76900
-117.19,33.64,12,1481,265,757,243,3.235,210700
-118.03,34.06,24,2343,834,3537,824,2.1094,135200
-117.6,33.65,4,3134,504,1599,485,6.2464,233900
-124.14,40.59,22,1665,405,826,382,1.5625,66800
-117.76,33.87,16,3973,595,1971,575,6.4265,263700
-117.02,32.59,19,1902,335,1102,313,3.0365,98100
-119.0,35.33,35,991,221,620,207,1.9417,53800
-119.02,35.38,52,90,35,36,31,0.8054,60000
-120.6,38.76,22,1236,273,615,248,3.0217,106900
-117.7,33.65,16,3388,492,1249,463,6.1863,355600
-122.14,37.7,36,1266,228,606,239,3.9702,194100
-118.05,33.98,34,2142,390,1305,406,4.0379,172800
-119.8,36.83,17,1560,261,709,258,4.3315,95800
-119.73,34.42,25,2024,312,907,335,5.4127,392800
-118.09,34.18,34,3113,409,1139,418,10.2289,500001
-118.43,34.42,13,3600,580,1799,576,6.2971,218300
-118.25,33.92,44,1137,235,747,225,2.0,92600
-121.32,38.26,4,6125,1063,3077,953,4.1179,134600
-117.31,34.11,41,1105,257,816,197,1.9375,64100
-121.47,37.58,14,1594,292,887,287,4.6625,294000
-119.32,37.06,15,3111,651,276,107,5.1314,179200
-118.3,33.96,39,2802,618,1524,529,2.6518,136300
-118.44,34.06,14,520,292,282,213,2.2857,500001
-116.98,34.13,16,2098,449,342,143,4.0333,133900
-123.0,38.33,8,3223,637,851,418,5.6445,364800
-121.88,37.32,40,1331,374,1276,389,2.7546,172500
-122.03,37.55,22,9167,1373,4319,1404,6.992000000000001,284800
-122.27,37.51,36,1406,224,598,237,5.8964,414800
-119.18,34.15,22,4769,1366,5534,1318,2.4167,192000
-117.9,33.8,23,1368,397,1940,358,3.0789,350000
-119.35,36.2,29,1938,404,1487,414,1.7462,51100
-117.95,34.03,33,1453,326,1609,319,3.7578,155800
-117.64,33.88,13,8010,1366,3920,1309,5.5360000000000005,204800
-122.0,37.96,28,4071,713,2033,647,4.5833,190700
-118.31,34.08,49,2549,630,1539,594,2.6218,350900
-121.43,38.58,35,5298,954,1933,918,3.9167,155700
-118.25,33.97,36,1026,294,1316,268,1.7708,102600
-116.91,34.24,23,6379,1636,1350,568,1.6336,124500
-118.17,33.79,32,2171,672,3002,648,2.375,139700
-117.04,32.68,13,2132,425,1345,432,4.0,89300
-122.24,38.1,49,1851,356,849,307,2.9432,103500
-121.97,37.57,21,4342,783,2172,789,4.6146,247600
-120.59,35.11,20,3098,571,1449,611,3.5744,197800
-117.71,33.49,5,1680,254,617,231,8.583,397700
-122.47,37.99,22,7274,1002,2468,957,7.494,439200
-117.38,34.12,17,5959,1208,4115,1088,2.4053,105200
-118.19,34.65,33,1781,326,913,314,3.9963,126800
-117.13,32.71,35,614,180,691,164,1.6953,81300
-122.04,37.37,42,1125,273,616,258,3.6765,252800
-122.26,37.77,52,1848,479,921,477,2.875,234000
-121.04,37.5,33,613,123,343,116,3.1875,129200
-117.98,33.74,29,3443,635,2257,620,4.7404,207500
-122.31,37.52,24,2328,335,969,354,7.7364,435800
-117.75,34.05,35,1293,339,1494,312,1.6645,93300
-119.0,36.06,41,937,158,396,142,4.0833,81300
-117.09,33.11,32,1713,321,891,286,3.1429,171600
-118.02,33.7,23,5069,770,2473,769,6.3047,285700
-118.33,35.64,15,2966,669,1007,465,1.5667,72500
-117.1,32.58,29,1061,202,759,206,4.8646,136800
-118.25,34.12,11,1281,418,1584,330,2.8889,153100
-117.0,32.87,18,11544,1979,6296,1923,4.4904,150400
-121.45,38.54,48,3421,734,1441,727,1.9485,86600
-117.81,33.64,16,2404,349,868,329,11.0138,442100
-122.69,38.46,32,2970,504,1117,512,5.0,275900
-121.42,38.47,11,5665,1507,3422,1299,2.3343,97800
-118.16,34.16,44,1284,278,925,261,1.7321,178400
-121.84,37.27,17,2795,482,1904,506,5.0186,250800
-121.99,37.36,33,2321,480,1230,451,4.9091,270300
-117.38,33.89,12,3964,524,1707,549,5.1624,267900
-121.03,37.69,5,4034,771,1967,742,3.8065,146000
-118.18,33.83,52,2569,484,1030,451,4.1301,268400
-118.37,34.09,31,2697,706,1059,689,2.8942,500001
-118.5,33.99,22,3484,975,1268,952,3.2609,500001
-118.29,34.02,26,2001,582,2044,557,1.1563,118800
-118.45,34.16,22,4982,1358,2237,1220,3.7105,272600
-116.33,33.75,5,19107,3923,2880,1376,4.0360000000000005,158500
-117.84,33.79,37,2733,460,1378,476,5.3041,235700
-118.61,34.2,29,1673,284,794,270,5.5191,245800
-118.3,33.9,29,2617,668,1868,647,3.6,208800
-118.34,34.08,50,3457,854,1584,841,3.1078,346700
-122.08,37.7,32,2718,447,1156,410,5.2497,259300
-122.71,38.46,41,1974,482,965,458,2.905,159300
-122.64,38.23,52,1075,249,519,210,3.0769,230900
-122.69,38.34,16,1683,341,880,327,3.2857,160200
-118.34,33.92,6,1047,271,740,248,3.425,193800
-118.14,34.04,37,1129,212,509,202,2.6146,243200
-118.13,34.08,35,2517,662,1883,607,2.5787,223000
-117.62,34.15,16,13556,1704,5669,1668,6.5138,311500
-119.03,35.33,21,3057,698,1627,680,2.7083,84700
-118.4,34.01,48,1427,253,693,268,5.7405,351600
-117.2,32.77,30,156,45,77,40,3.2679,137500
-121.2,38.66,17,1605,217,732,241,5.47,204800
-118.27,34.06,25,1714,1176,3723,1036,1.3241,112500
-118.03,33.91,35,2323,406,1741,398,4.2437,164100
-117.79,33.68,16,1998,308,818,299,6.8722,326100
-121.02,37.58,36,1285,270,706,273,1.7169,121400
-121.79,37.31,22,2199,361,1270,386,5.1149,235700
-122.09,37.07,33,3581,734,1780,663,4.3429,214300
-118.01,33.77,32,1771,296,995,272,5.8362,217500
-122.91,39.05,27,789,208,295,108,3.7667,95000
-117.03,32.79,31,2366,383,1077,387,4.2992,174400
-117.4,34.04,17,1906,334,1550,338,3.025,81800
-119.03,36.08,19,2736,549,1432,503,2.6944,67700
-116.61,33.93,35,321,71,157,61,2.8056,68100
-117.84,34.04,4,9959,1544,4904,1429,6.9754,402500
-122.43,37.72,52,2206,478,1583,456,3.7105,250500
-122.25,38.1,52,248,86,173,69,2.3,109400
-116.48,33.96,11,1381,300,644,248,2.3382,89400
-120.7,38.75,19,2325,430,967,376,2.9,158700
-116.92,32.82,17,2492,494,1278,439,2.8875,155700
-117.92,33.75,8,2325,598,1511,565,3.3629,137500
-122.19,38.07,20,3000,525,1207,491,4.6406,217500
-118.26,33.78,36,2191,739,2931,692,2.1311,163100
-117.09,32.68,20,2569,737,2341,705,2.0114,104900
-122.07,38.26,15,1173,146,450,154,6.0487,197700
-117.98,33.65,22,3335,754,1500,719,3.7315,197900
-121.12,38.0,36,683,159,505,141,3.4265,158900
-116.44,34.16,19,1867,361,758,321,2.8929,98100
-122.48,37.73,38,3195,828,2410,778,3.1359,350000
-122.15,37.71,18,5778,1526,2441,1352,3.1682,202700
-121.27,37.94,38,512,133,676,124,1.7386,52000
-119.2,34.15,27,2076,681,1904,647,1.4773,160800
-120.05,34.47,21,1241,248,746,211,3.8056,425000
-117.68,33.49,17,2232,372,1072,385,4.245,214500
-121.28,37.83,32,696,151,443,144,2.5156,86300
-119.53,36.78,20,2822,479,1372,455,4.5625,136900
-117.58,33.85,6,16431,2640,8222,2553,5.2861,195100
-122.25,37.8,42,4120,1065,1715,1015,2.9345,225000
-118.31,34.05,35,1692,423,1578,406,2.5313,305800
-117.95,33.87,22,1432,335,746,296,2.0227,55000
-122.15,37.43,20,11709,3618,7604,3589,1.9045,375000
-121.63,38.04,25,2019,411,888,326,3.2619,183800
-118.52,34.2,37,1795,346,1082,354,4.9102,207200
-120.56,35.07,14,6788,1216,2866,1036,3.3603,280200
-121.94,37.26,21,3843,716,1850,705,4.6758,264200
-117.98,33.76,28,3215,652,2066,636,4.0194,197400
-119.27,34.29,32,2274,406,982,393,5.3254,385200
-120.69,38.44,13,1473,265,597,228,4.2917,121300
-121.99,39.15,17,6440,1204,3266,1142,2.7137,72000
-117.7,33.57,9,1204,355,469,293,3.6196,119900
-117.29,35.54,35,7922,1636,3431,1329,3.4145,40400
-122.24,37.79,47,1372,395,1237,303,2.125,95500
-120.25,38.03,21,4924,966,1175,454,2.9457,116500
-118.19,34.2,41,2031,294,859,302,7.419,483700
-121.49,38.56,42,900,239,506,231,1.2813,87500
-122.42,37.74,52,2713,624,1370,594,4.6547,325700
-121.54,36.99,27,2361,449,1782,397,3.2614,305000
-118.6,34.16,37,3441,584,1283,544,4.1656,313100
-119.83,34.44,35,796,281,567,257,2.1389,260000
-118.35,33.83,36,1102,193,522,172,6.1187,342000
-122.06,37.39,26,18,4,8,4,3.75,375000
-122.47,37.67,20,5689,992,3752,1002,5.5845,304300
-118.14,33.93,31,3205,727,1647,664,3.3681,223900
-118.05,34.14,39,2125,295,862,303,8.9728,500001
-119.7,34.43,35,1402,369,654,385,2.6205,318800
-122.54,37.94,39,3670,775,1519,788,4.4081,435200
-118.06,34.1,38,2438,442,1308,461,3.6995,260100
-121.39,38.85,19,3568,646,1714,590,4.0862,162700
-119.67,36.57,32,1604,292,868,276,2.1908,110000
-117.25,34.41,13,3682,668,1606,668,2.1875,119700
-119.61,36.58,29,1312,280,788,271,2.6974,73000
-118.47,34.01,41,2704,557,1047,478,4.4211,462900
-121.2,36.14,12,3738,710,2337,664,3.9647,135000
-120.98,38.99,17,3403,661,1540,622,3.6354,162900
-122.56,37.92,37,1926,290,721,298,8.9248,500001
-118.38,34.06,29,3946,1008,1676,876,2.7824,450000
-122.47,37.7,44,2034,423,1491,373,4.5341,236500
-118.1,33.91,29,505,113,411,113,2.6397,164400
-122.12,37.42,35,2445,533,1187,519,5.2803,362100
-122.09,37.67,39,2069,500,1408,478,3.1115,153500
-122.65,38.23,52,1735,347,712,343,3.1711,200800
-121.4,36.84,52,1860,400,1215,367,2.9554,136500
-121.81,37.31,14,2731,578,1109,551,3.1382,139700
-118.3,34.05,46,1386,457,1845,485,2.1414,157700
-118.32,34.11,33,5135,1450,2404,1292,3.2462,435700
-121.3,38.01,30,2547,485,1547,501,3.9939999999999998,95500
-118.42,34.27,35,2700,702,3444,679,1.4867,124000
-117.28,33.72,11,1161,235,640,210,2.1667,114600
-120.25,37.93,13,493,76,196,68,3.375,134100
-121.49,38.58,52,2151,664,1146,603,1.4034,90300
-122.43,37.75,52,2155,468,962,490,3.775,325900
-122.17,37.48,39,2427,401,1178,408,5.9629,352700
-121.88,38.0,22,721,117,367,129,5.3098,151900
-118.11,33.79,36,1993,354,884,337,5.587000000000001,244900
-118.39,34.23,43,1193,299,1184,320,2.1518,161600
-118.19,33.85,30,3533,1061,2678,1033,2.2417,151900
-122.31,37.57,45,1165,236,845,251,4.1875,267300
-117.99,33.71,18,1994,578,3031,577,2.7614,237500
-122.03,38.24,16,1104,164,495,156,5.4074,157700
-117.87,34.1,15,6409,1363,3359,1267,3.875,173300
-118.0,33.83,24,2578,580,1217,529,2.2401,212500
-118.18,33.98,24,1880,642,2646,605,2.1836,162000
-117.87,33.85,33,45,11,34,10,5.2949,350000
-117.36,34.0,19,4592,895,2769,838,3.3622,105100
-118.23,33.91,34,1060,276,1215,250,2.0804,84700
-118.24,33.95,40,1193,280,1210,286,1.35,89500
-117.14,32.79,31,984,161,422,158,5.282,183000
-122.39,37.76,52,157,28,88,27,3.675,162500
-117.96,33.69,20,3123,441,1319,432,6.091,290400
-117.03,32.96,16,3424,698,1940,645,4.121,182100
-118.13,33.96,36,1933,341,958,335,4.4732,266000
-117.37,33.97,40,1166,250,976,244,1.95,84800
-122.26,37.5,52,878,186,393,186,3.7045,360500
-119.67,36.33,19,1241,244,850,237,2.9375,81700
-118.38,33.87,21,4151,1018,2054,925,4.9821,292900
-117.88,33.7,24,534,88,249,74,5.3254,240500
-118.23,34.66,25,2627,387,1059,338,3.6382,138200
-121.55,38.59,36,435,95,285,90,1.2292,69600
-118.6,34.15,28,4570,744,1693,695,6.14,361900
-118.48,34.25,35,1442,276,795,268,4.9688,216900
-120.82,37.64,20,3375,630,1505,598,2.69,201300
-121.56,39.13,17,2277,608,1607,562,1.5085,69700
-117.67,33.55,6,3157,721,1695,710,3.7609,222300
-121.41,38.34,24,1605,277,1966,250,3.0833,162500
-118.11,33.95,36,2049,334,1105,363,4.8036,261300
-117.82,33.66,15,2460,447,1049,398,6.4967,387500
-121.3,38.58,16,1537,364,1125,375,2.6471,90700
-117.14,32.75,20,1182,379,678,326,2.1937,162500
-121.25,38.68,15,1497,243,730,242,4.9688,135600
-122.7,38.44,35,1304,343,822,304,3.2935,157800
-118.37,34.03,39,213,44,138,52,2.125,196400
-122.49,37.74,52,2442,449,1188,436,4.3909,317700
-117.77,34.11,28,1998,414,1124,389,3.75,180900
-122.1,37.4,23,1755,508,1374,506,4.3077,293500
-121.87,37.23,19,7357,963,3018,981,6.9473,361400
-121.27,38.74,19,3869,887,2086,685,2.6065,154900
-124.09,40.95,18,2250,484,1248,472,2.5893,99600
-119.59,36.72,18,1284,193,621,190,4.5375,130600
-118.22,34.21,29,2174,418,1030,395,3.5707,341700
-122.29,37.85,52,477,119,218,106,2.5682,120000
-118.41,34.29,32,1591,320,1818,306,4.2969,145800
-120.6,34.91,44,711,140,384,116,2.1094,73800
-121.87,37.22,26,1921,250,725,253,7.6933,405900
-120.16,36.96,18,508,104,393,114,3.0,156300
-117.91,33.63,32,1901,400,946,418,2.7264,311100
-121.82,37.36,33,1624,337,1412,323,4.0385,167600
-122.46,38.53,32,1735,331,785,309,3.6641,275800
-119.72,34.42,52,1759,387,980,402,4.0125,261000
-122.33,37.56,34,6394,1619,2400,1496,3.4902,500001
-122.15,37.46,30,4198,1244,2678,1147,3.6712,308600
-122.27,37.82,21,896,453,735,438,0.9218,171900
-118.17,33.82,50,3587,693,1513,651,5.5106,252200
-121.34,38.64,17,2761,501,1128,482,3.7562,139700
-117.28,34.41,14,2105,396,960,396,2.9934,118200
-118.36,33.8,34,2629,369,966,375,10.1241,500001
-122.71,38.42,23,1569,414,1031,368,1.6267,129200
-122.03,37.37,30,1269,290,556,266,3.8125,325000
-122.45,37.79,52,3069,579,1107,536,5.5634,500001
-118.61,34.25,16,8295,1506,3903,1451,5.5111,276600
-121.94,37.56,15,5674,748,2412,714,8.3996,442900
-118.52,34.02,24,7418,1755,2713,1577,5.0867,500001
-118.7,35.82,20,4642,1300,658,247,2.3937,82100
-122.27,37.78,52,1222,264,630,265,3.7708,215300
-122.37,38.33,29,1868,291,764,284,4.825,195100
-118.37,34.06,36,1661,395,690,365,3.3438,500001
-117.08,33.03,18,1339,284,761,290,5.3074,137200
-120.95,37.65,37,136,20,72,22,2.2279,225000
-117.25,32.79,37,1467,442,651,354,2.375,340400
-117.9,34.01,27,1702,381,2091,352,3.7917,131100
-119.8,36.78,50,1818,374,737,338,2.2614,73000
-118.96,35.37,40,1603,374,1026,337,1.365,54300
-119.75,36.87,3,13802,2244,5226,1972,5.0941,143700
-117.79,33.68,13,2636,416,1137,404,7.2118,311500
-121.93,37.33,44,1449,291,676,282,3.575,292200
-122.4,37.75,26,54,9,23,9,6.1359,225000
-118.35,34.08,52,1801,313,714,293,4.6838,479000
-117.22,33.48,5,1585,247,510,181,6.9136,493300
-118.11,33.82,37,1987,347,1095,357,4.3203,232800
-117.91,33.84,35,1244,324,1603,322,2.9583,175400
-118.16,33.78,52,3248,853,1819,815,3.1739,222900
-119.6,36.66,27,1388,296,1056,284,1.6094,55200
-118.23,34.11,35,4148,971,3220,892,3.3389,187100
-121.47,38.55,48,1091,403,926,336,1.1458,65400
-120.76,38.73,17,512,129,314,140,1.5625,108300
-122.65,38.11,21,3891,616,1968,632,5.5524,279200
-122.32,40.57,15,2524,449,1374,467,3.3816,93800
-122.23,40.32,10,2336,426,1003,368,3.0833,81300
-119.03,34.25,25,3344,502,1483,496,6.196000000000001,340600
-121.94,37.3,25,1455,370,734,331,3.2727,262500
-118.14,34.07,52,695,145,523,170,3.665,220400
-122.27,37.87,52,3084,698,1424,694,2.7372,210200
-117.12,32.75,15,2671,724,1800,646,2.1394,106700
-118.97,35.37,41,2396,602,1781,543,1.8819,58000
-120.06,39.15,22,2213,372,98,42,1.1912,170000
-117.04,32.8,11,1802,440,630,428,2.0337,146700
-118.15,34.14,45,543,191,454,181,2.3,55000
-122.27,37.24,30,2762,593,1581,502,5.1002,319400
-119.45,36.35,22,1824,333,1076,282,2.3365,69600
-117.78,33.7,16,1663,250,597,204,5.409,233900
-118.25,33.94,43,793,235,736,231,0.8527,90400
-120.85,37.75,26,28,4,9,5,1.625,85000
-119.94,38.92,24,1258,216,235,96,4.6,136800
-117.92,34.07,29,1699,399,1052,411,3.2122,195500
-118.39,33.85,17,1610,379,670,341,4.3594,349000
-118.06,34.16,46,1467,298,816,267,3.6705,286500
-118.15,33.94,37,1594,321,1003,323,3.3289,199700
-118.13,33.81,34,1903,343,928,349,5.395,241900
-123.07,39.12,24,1098,193,353,145,3.8333,92600
-119.75,36.72,22,3247,859,4179,881,1.3343,60800
-118.37,34.03,43,1350,287,811,307,3.3636,140900
-118.36,33.97,19,4651,1281,2917,1121,2.6823,142500
-120.67,35.48,18,2339,443,1097,416,3.3438,176100
-117.24,32.72,39,3089,431,1175,432,7.5925,466700
-122.41,37.66,44,431,195,682,212,3.2833,233300
-117.46,34.1,35,908,226,667,203,2.5833,93500
-117.62,34.08,24,2801,554,2064,529,4.4946,136000
-118.41,34.29,35,1008,204,1162,215,3.35,147600
-117.24,32.79,18,2539,616,964,526,3.4306,275000
-121.84,39.73,52,502,100,311,100,1.5481,200000
-122.78,38.37,21,795,163,414,162,3.7991,175000
-120.77,37.01,28,1689,378,1057,267,3.125,156300
-118.17,33.78,29,2920,962,3580,772,1.7393,140200
-121.99,37.31,26,3285,502,1443,530,5.7833,339600
-121.27,38.65,25,2787,601,1247,522,2.9016,159800
-117.97,33.85,45,818,147,546,152,5.1057,170700
-122.23,37.81,52,2814,365,878,352,7.507999999999999,348700
-118.41,34.02,24,2610,756,1322,692,3.5022,281300
-118.22,33.98,18,1781,765,1913,702,1.2059,255000
-121.37,38.66,9,3184,779,1929,769,2.3844,86000
-121.38,38.59,36,2253,434,1018,426,3.2596,98700
-122.36,37.95,40,408,102,302,81,1.8333,69800
-118.54,34.19,22,3380,790,2199,737,2.5739,239200
-121.64,39.15,15,2659,396,1159,407,5.234,124900
-117.52,33.83,22,2397,400,1347,403,4.46,189800
-122.45,37.74,38,5688,930,2263,908,6.202999999999999,346800
